"pers_no","action_type","reason_for_action","company_code","company_code_1","personnel_area","personnel_subarea","cost_ctr","cost_center","organizational_unit","start_date_action","end_date_action","organizational_key","position","date"
3312,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Staff","Brisbane Day",6290,"BNE HR & Training","Human Resources Brisbane","11/03/2015","22/01/2018","Human Resources","HR and Training Advisor","11/03/2015"
3313,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6050,"BNE Production Suppo","Plant Reliability","23/03/2015","17/04/2015","","Forehearth Operator","23/03/2015"
3314,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6240,"BNE Maint - Machine","Forming Maintenance","23/03/2015","5/07/2015","","Fitter","23/03/2015"
3315,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6210,"BNE Mould Repair","Mould Repair","23/03/2015","5/07/2015","","Fitter","23/03/2015"
3316,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Staff","Brisbane Day",6100,"BNE Batch","Batch & Furnace","7/04/2015","5/10/2017","","ASSISTANT Batch & Furnace Manager","7/04/2015"
3317,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Wages","Melbourne Day",7260,"MEL Plant Reliabilit","Electrical Maintenance","8/04/2015","8/06/2015","","Electrician","8/04/2015"
3318,"Hire Employee","No reason specified",1000,"ACI Operations Pty Ltd","VIC - GPA - Wages","Melbourne Day",7270,"MEL Manufacturing","Occupational Health & Safety","16/01/2015","19/04/2015","","Workcover 1","16/01/2015"
3319,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6220,"BNE Maint - General","Plant Mechanical Maintenance","7/04/2015","5/07/2015","","Electrician","7/04/2015"
3321,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6240,"BNE Maint - Machine","Forming Maintenance","7/04/2015","5/07/2015","","Fitter","7/04/2015"
3322,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4810,"OIAP InformationTech","Applications","15/04/2015","31/12/9999","Information Technology","Senior Analyst Developer","15/04/2015"
3323,"Hire Employee","New position",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4305,"APAC Region Finance","Monthly Reporting and Planning","4/05/2015","28/04/2017","","Senior Auditor","4/05/2015"
3324,"Hire Employee","No reason specified",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6580,"BNE Warehousing","Distribution - Queensland","20/04/2015","26/04/2015","","Goods Handler","27/04/2015"
3325,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6580,"BNE Warehousing","Distribution - Queensland","27/04/2015","5/07/2015","","Goods Handler","27/04/2015"
3326,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6250,"BNE Maint - Cold End","Inspection & Packaging Engineering","27/04/2015","5/07/2015","Manufacturing & Engineering","Fitter","27/04/2015"
3327,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6580,"BNE Warehousing","Distribution - Queensland","4/05/2015","5/07/2015","","Goods Handler","4/05/2015"
3328,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6130,"BNE Forming","Unit Plant QG1","25/05/2015","5/07/2015","","Production Operator","25/05/2015"
3329,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6130,"BNE Forming","","25/05/2015","25/05/2015","","Production Operator","25/05/2015"
3330,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6050,"BNE Production Suppo","Plant Reliability","18/05/2015","5/07/2015","","Forehearth Operator","18/05/2015"
3330,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6050,"BNE Production Suppo","Production Support","18/05/2015","5/07/2015","","Forehearth Operator","18/05/2015"
3331,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4305,"APAC Region Finance","Monthly Reporting and Planning","11/05/2015","6/01/2016","","Management Accountant","11/05/2015"
3331,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4300,"OI Financial Opers","Monthly Reporting and Planning","11/05/2015","6/01/2016","","Management Accountant","11/05/2015"
3331,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4300,"OI Financial Opers","Australian Financial Operations","11/05/2015","6/01/2016","","Management Accountant","11/05/2015"
3331,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4305,"APAC Region Finance","Monthly Reporting and Planning","11/05/2015","6/01/2016","","Management Accountant","11/05/2015"
3332,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","NSW - GPA - Staff","Sydney Day",4385,"OI Aust Food Sales","Food & NAB Segment","1/06/2015","30/04/2017","","Key Account Manager (NSW)","1/06/2015"
3332,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","NSW - GPA - Staff","Sydney Day",4375,"AU Sales & Marketing","Food & NAB Segment","1/06/2015","30/04/2017","","Key Account Manager (NSW)","1/06/2015"
3332,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","NSW - GPA - Staff","Sydney Day",4375,"AU Sales & Marketing","Sales & Marketing O-I Australia","1/06/2015","30/04/2017","","Key Account Manager (NSW)","1/06/2015"
3334,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Staff","Brisbane Day",6260,"BNE Plant Reliabilit","Plant Reliability","6/07/2015","4/08/2017","","Plant Reliability Manager","6/07/2015"
3335,"Hire Employee","New position",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4375,"AU Sales & Marketing","Sales & Marketing O-I Australia","6/07/2015","29/02/2016","","Client Strategist","6/07/2015"
3336,"Hire Employee","New position",1000,"ACI Operations Pty Ltd","QLD - GPA - Staff","Brisbane Day",4310,"OIAP Other COS","","6/07/2015","19/05/2016","","Production and Reliability Manager","6/07/2015"
3336,"Hire Employee","New position",1000,"ACI Operations Pty Ltd","QLD - GPA - Staff","Brisbane Day",4310,"OIAP Other COS","Brisbane Cullet Pty Ltd","6/07/2015","19/05/2016","","Production and Reliability Manager","6/07/2015"
3336,"Hire Employee","New position",1000,"ACI Operations Pty Ltd","QLD - GPA - Staff","Brisbane Day",NA,"","","6/07/2015","19/05/2016","","Integration: default position","6/07/2015"
3337,"Hire Employee","New position",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4330,"OIAP StrategSourcing","Procurement","15/07/2015","31/03/2016","","Purchasing Coordinator","15/07/2015"
3338,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4302,"OI Shared Services","Commercial","20/07/2015","16/09/2015","","Credit Officer","20/07/2015"
3339,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4300,"OI Financial Opers","Commercial Accounting","28/07/2015","1/06/2018","","Operations Accountant","28/07/2015"
3339,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4305,"APAC Region Finance","Commercial Accounting","28/07/2015","1/06/2018","","Operations Accountant","28/07/2015"
3339,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBDAU",4300,"OI Financial Opers","Commercial Accounting","28/07/2015","1/06/2018","","Financial Accounting Manager","28/07/2015"
3339,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBDAU",4300,"OI Financial Opers","Management Accounting","28/07/2015","1/06/2018","Finance","Financial Accounting Manager","28/07/2015"
3339,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBDAU",4300,"OI Financial Opers","Project Quantum","28/07/2015","1/06/2018","Strategy & Integration","RTR Business Lead","28/07/2015"
3339,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBDAU",4300,"OI Financial Opers","Quantum_RTR","28/07/2015","1/06/2018","Strategy & Integration","RTR Business Lead","28/07/2015"
3340,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4431,"PPG Regional Reports","Applications","3/08/2015","31/12/9999","","Analyst Developer","3/08/2015"
3340,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4810,"OIAP InformationTech","Applications","3/08/2015","31/12/9999","Information Technology","Analyst Developer","3/08/2015"
3340,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4810,"OIAP InformationTech","IT Operations","3/08/2015","31/12/9999","Information Technology","Analyst Developer","3/08/2015"
3341,"Hire Employee","New position",1000,"ACI Operations Pty Ltd","QLD - GPA - Staff","Brisbane Day",4310,"OIAP Other COS","","29/07/2015","31/12/9999","","Operations Manager","29/07/2015"
3341,"Hire Employee","New position",1000,"ACI Operations Pty Ltd","QLD - GPA - Staff","Brisbane Day",4310,"OIAP Other COS","Brisbane Cullet Pty Ltd","29/07/2015","31/12/9999","","Operations Manager","29/07/2015"
3341,"Hire Employee","New position",1000,"ACI Operations Pty Ltd","QLD - GPA - Staff","Brisbane Day",4310,"OIAP Other COS","Cullet Operations","29/07/2015","31/12/9999","Supply Chain","Brisbane Cullet Operations Mnager","29/07/2015"
3341,"Hire Employee","New position",1000,"ACI Operations Pty Ltd","QLD - GPA - Staff","Brisbane Day",4310,"OIAP Other COS","Brisbane Cullet","29/07/2015","31/12/9999","Manufacturing & Engineering","Brisbane Cullet Operations Mnager","29/07/2015"
3343,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","NSW - GPA - Staff","Sydney Day",4570,"OIAP Distribution","Distribution","7/09/2015","31/12/9999","","NSW Distribution Manager","7/09/2015"
3343,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","NSW - GPA - Staff","Sydney Day",4570,"OIAP Distribution","ANZ Logistics","7/09/2015","31/12/9999","Supply Chain","NSW Distribution Manager","7/09/2015"
3344,"Hire Employee","New position",1000,"ACI Operations Pty Ltd","NSW - GPA - Staff","Sydney Day",9300,"SYD Business Service","Business Services","1/09/2015","31/12/9999","","Plant Administrator","1/09/2015"
3344,"Hire Employee","New position",1000,"ACI Operations Pty Ltd","NSW - GPA - Staff","Sydney Day",9290,"SYD HR & Training","Business Services","1/09/2015","31/12/9999","","Plant Administrator","1/09/2015"
3344,"Hire Employee","New position",1000,"ACI Operations Pty Ltd","NSW - GPA - Staff","Sydney Day",9290,"SYD HR & Training","Business Services","1/09/2015","31/12/9999","","Plant Administrator","1/09/2015"
3344,"Hire Employee","New position",1000,"ACI Operations Pty Ltd","NSW - GPA - Staff","Sydney Day",9290,"SYD HR & Training","Human Resources Business Partnering","1/09/2015","31/12/9999","Finance","Plant Administrator","1/09/2015"
3344,"Hire Employee","New position",1000,"ACI Operations Pty Ltd","NSW - GPA - Staff","Sydney Day",9270,"SYD Manufacturing","Human Resources","1/09/2015","31/12/9999","Human Resources","Plant Administrator","1/09/2015"
3345,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6050,"BNE Production Suppo","Production Support","1/09/2015","13/09/2015","","Forehearth Operator","1/09/2015"
3346,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6030,"BNE Unit PlntMrg QG3","UPM QG3","1/09/2015","4/10/2015","","Production Operator","1/09/2015"
3346,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6813,"BNE QG32 MachineLine","UPM QG3","1/09/2015","4/10/2015","","Production Operator","1/09/2015"
3347,"Hire Employee","Fill temporary absence",1000,"ACI Operations Pty Ltd","SA - GPA - Staff","Adelaide Day",4270,"OIAP Manufacturing","Business Services","15/09/2015","31/10/2015","","Payroll Officer","14/09/2015"
3348,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Wages","Melbourne Shift",7110,"MEL Melt","Batch & Furnace","21/09/2015","1/05/2016","","Trainee Batch and Furnace Operator","21/09/2015"
3349,"Hire Employee","New position",1000,"ACI Operations Pty Ltd","SA - GPA - Staff","Adelaide Day",5300,"ADE Business Service","Business Services","6/10/2015","21/07/2016","","Plant Administrator","6/10/2015"
3350,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne Day",4270,"OIAP Manufacturing","O-I Melbourne Plant","28/09/2015","31/01/2018","","Manufacturing Graduate","28/09/2015"
3350,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne Day",4270,"OIAP Manufacturing","Batch & Furnace","28/09/2015","31/01/2018","Manufacturing & Engineering","Manufacturing Graduate","28/09/2015"
3351,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne Day",7020,"MEL Unit PlntMrg MB3","UPM3","14/09/2015","31/03/2019","","Line Manager MB3","14/09/2015"
3351,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne Day",7020,"MEL Unit PlntMrg MB3","Manufacturing","14/09/2015","31/03/2019","Manufacturing & Engineering","Line Manager MB3","14/09/2015"
3352,"Hire Employee","New position",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4450,"GOSC Facility Advanc","Facilities Advancement","6/10/2015","30/09/2017","","Snr Project Manager","6/10/2015"
3353,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4290,"APAC HR & Training","Human Resources O-I Asia Pacific","6/10/2015","28/02/2017","","HR Advisor","6/10/2015"
3353,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4400,"GPA General Manager","Human Resources O-I Asia Pacific","6/10/2015","28/02/2017","","HR Advisor","6/10/2015"
3353,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBDAU",4400,"GPA General Manager","Human Resources O-I Asia Pacific","6/10/2015","28/02/2017","","HR Advisor","6/10/2015"
3354,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne Day",7220,"MEL Maint - General","Plant Reliability","21/09/2015","30/04/2017","","Plant Reliability Manager","21/09/2015"
3355,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6240,"BNE Maint - Machine","Forming Maintenance","19/10/2015","3/07/2016","","Fitter","19/10/2015"
3356,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6580,"BNE Warehousing","Distribution - Queensland","19/10/2015","1/01/2017","Supply Chain","Goods Handler","19/10/2015"
3357,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Wages","Melbourne Shift",7812,"MEL MB31 MachineLine","UPM3 C Shift","19/10/2015","1/11/2015","","G4 Multi Skilled Operator","19/10/2015"
3358,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Wages","Melbourne Shift",7170,"MEL Pack","Pack Centre","26/10/2015","16/12/2015","","G5 Process Specialist","26/10/2015"
3359,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4300,"OI Financial Opers","Commercial","17/09/2015","5/08/2018","","Accounts Receivable Manager","16/09/2015"
3359,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4302,"OI Shared Services","Commercial","17/09/2015","5/08/2018","","Accounts Receivable Manager","16/09/2015"
3359,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4302,"OI Shared Services","Commercial Accounting","17/09/2015","5/08/2018","","Shared Services Manager","16/09/2015"
3359,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBDAU",4302,"OI Shared Services","Commercial Accounting","17/09/2015","5/08/2018","","Shared Services Manager","16/09/2015"
3359,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBDAU",4302,"OI Shared Services","Commercial Accounting","17/09/2015","5/08/2018","","Shared Services Manager","16/09/2015"
3359,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBDAU",4302,"OI Shared Services","Shared Services","17/09/2015","5/08/2018","Finance","Shared Services Manager","16/09/2015"
3359,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBDAU",4302,"OI Shared Services","Project Quantum","17/09/2015","5/08/2018","Finance","RTR Deployment Champion","16/09/2015"
3359,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBDAU",4302,"OI Shared Services","Quantum_RTR","17/09/2015","5/08/2018","Finance","RTR Deployment Champion","16/09/2015"
3361,"Hire Employee","No reason specified",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4302,"OI Shared Services","Shared Services","5/10/2015","29/09/2017","","Accounts Payable Officer","5/10/2015"
3361,"Hire Employee","No reason specified",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBDAU",4302,"OI Shared Services","Shared Services","5/10/2015","29/09/2017","","Accounts Payable Officer","5/10/2015"
3361,"Hire Employee","No reason specified",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBDAU",4302,"OI Shared Services","Accounts Payable","5/10/2015","29/09/2017","Finance","Accounts Payable Officer","5/10/2015"
3362,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Staff","Brisbane Day",6300,"BNE Business Service","Business Services","30/09/2015","21/06/2017","","Administration Officer","30/09/2015"
3362,"Hire Employee","Fill vacancy",1000,"ACI Operations Pty Ltd","QLD - GPA - Staff","Brisbane Day",6300,"BNE Business Service","Human Resources","30/09/2015","21/06/2017","","Administration Officer","30/09/2015"
3363,"Hire Employee","Non SAP company transfer",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4460,"GOSC Fac Adv Eng","Plant Engineering","5/10/2015","23/11/2018","Manufacturing & Engineering","Electrical Engineer","5/10/2015"
