"pers_no","action_type","reason_for_action","co_cd","company_code","personnel_area","personnel_subarea","cost_ctr","cost_center","organizational_unit","date","turnover","turn_abs"
1518,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5110,"ADE Melt","Batch and Furnace","14/01/2012",-1,1
1519,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5130,"ADE Forming","A Shift","30/05/2003",-1,1
1520,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5130,"ADE Forming","D Shift","23/04/2003",-1,1
1521,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Day",5190,"ADE Resort","Inspection & Packaging","30/01/2008",-1,1
1523,"Auto Terminations","Dismissal",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Day",5240,"ADE Maint - Machine","Forming","4/02/2005",-1,1
1524,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5130,"ADE Forming","B Shift","23/09/2006",-1,1
1528,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5004,"ADE Shift 4","D Shift","1/01/2011",-1,1
1529,"Auto Terminations","Retrenchment(Don't Use)",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5160,"ADE Inspect","E Shift","8/03/2010",-1,1
1530,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5002,"ADE Shift 2","B Shift","1/11/2014",-1,1
1531,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5130,"ADE Forming","C Shift","25/02/2002",-1,1
1533,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Day",5240,"ADE Maint - Machine","Machine Maintenance","2/10/2014",-1,1
1536,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5130,"ADE Forming","D Shift","25/02/2002",-1,1
1537,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5160,"ADE Inspect","C Shift","6/09/2007",-1,1
1540,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5170,"ADE Pack","A Shift","23/04/2015",-1,1
1545,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5130,"ADE Forming","C Shift","8/02/2002",-1,1
1547,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Day",5140,"ADE Job Change","Job Change","6/10/2001",-1,1
1548,"Auto Terminations","Abandonment",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5160,"ADE Inspect","D Shift","12/06/2006",-1,1
1549,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5160,"ADE Inspect","A Shift","13/10/2003",-1,1
1551,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Day",5210,"ADE Mould Repair","Forming","7/03/2003",-1,1
1554,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5130,"ADE Forming","B Shift","23/07/2010",-1,1
1555,"Auto Terminations","Approved Early Retirement",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5160,"ADE Inspect","D Shift","6/07/2004",-1,1
1556,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5130,"ADE Forming","D Shift","25/02/2002",-1,1
1559,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5160,"ADE Inspect","D Shift","31/08/2010",-1,1
1560,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5130,"ADE Forming","E Shift","2/02/2008",-1,1
1564,"Termination (HR checklist)","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6580,"BNE Warehousing","Distribution - Queensland","8/02/2003",-1,1
1565,"Termination (HR checklist)","Deceased",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6160,"BNE Inspect","Cold End C Shift","3/07/2006",-1,1
1566,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End A Shift","22/10/2007",-1,1
1567,"Auto Terminations","Illness Disability",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6003,"BNE Shift 3","C Shift","29/09/2012",-1,1
1568,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6210,"BNE Mould Repair","Mould Repair","15/12/2007",-1,1
1569,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6210,"BNE Mould Repair","Mould Repair","2/10/2014",-1,1
1571,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Staff","Brisbane Day",6050,"BNE Production Suppo","Forming Team","18/09/2018",-1,1
1572,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6004,"BNE Shift 4","D Shift","24/08/2009",-1,1
1574,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End C Shift","9/11/2008",-1,1
1578,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6003,"BNE Shift 3","C Shift","14/11/2011",-1,1
1579,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6230,"BNE Maint - Electric","Electrical Services","6/09/2017",-1,1
1580,"Termination (HR checklist)","Retirement (age)",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6260,"BNE Plant Reliabilit","Mechanical Services","8/05/2010",-1,1
1581,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6240,"BNE Maint - Machine","Forming Maintenance","9/03/2002",-1,1
1586,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6160,"BNE Inspect","Cold End B Shift","11/07/2007",-1,1
1588,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6812,"BNE QG31 MachineLine","Unit Plant QG31","18/02/2018",-1,1
1589,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End C Shift","14/12/2008",-1,1
1591,"Auto Terminations","Approved Early Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6210,"BNE Mould Repair","Mould Repair","31/07/2004",-1,1
1592,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6210,"BNE Mould Repair","Mould Repair","29/04/2000",-1,1
1593,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6230,"BNE Maint - Electric","Electrical Services","23/03/2002",-1,1
1594,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6004,"BNE Shift 4","D Shift","2/08/2013",-1,1
1596,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6814,"BNE QG33 MachineLine","D Shift","30/12/2014",-1,1
1597,"Auto Terminations","Illness Disability",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6160,"BNE Inspect","Cold End A Shift","13/02/2006",-1,1
1599,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6001,"BNE Shift 1","A Shift","29/04/2012",-1,1
1600,"Auto Terminations","Illness Disability",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6210,"BNE Mould Repair","Mould Repair","21/12/2013",-1,1
1601,"Auto Terminations","Approved Early Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6210,"BNE Mould Repair","Mould Repair","18/12/2004",-1,1
1602,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Staff","Brisbane Shift",6120,"BNE Forming Services","Manufacturing","8/03/2008",-1,1
1603,"Auto Terminations","Dismissal",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6810,"BNE QG12 MachineLine","Unit Plant QG12","21/07/2017",-1,1
1605,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6160,"BNE Inspect","Cold End D Shift","30/03/2000",-1,1
1606,"Auto Terminations","Illness Disability",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6580,"BNE Warehousing","Distribution - Queensland","6/10/2004",-1,1
1607,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6060,"BNE Integrated Syste","B Shift","2/01/2016",-1,1
1608,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6260,"BNE Plant Reliabilit","Mechanical Services","20/10/2012",-1,1
1610,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6001,"BNE Shift 1","A Shift","31/08/2012",-1,1
1611,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6002,"BNE Shift 2","B Shift","14/07/2012",-1,1
1612,"Auto Terminations","Dismissal",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6004,"BNE Shift 4","D Shift","7/05/2009",-1,1
1613,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6004,"BNE Shift 4","D Shift","13/11/2010",-1,1
1614,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6580,"BNE Warehousing","Distribution - Queensland","1/01/2009",-1,1
1618,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6230,"BNE Maint - Electric","Electrical Services","2/03/2002",-1,1
1619,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6814,"BNE QG33 MachineLine","Unit Plant QG33","1/05/2018",-1,1
1624,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6001,"BNE Shift 1","A Shift","12/11/2011",-1,1
1625,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End B Shift","27/05/2006",-1,1
1626,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6160,"BNE Inspect","Cold End C Shift","27/08/2006",-1,1
1629,"Auto Terminations","Illness Disability",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End A Shift","23/11/2005",-1,1
1630,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End A Shift","23/06/2007",-1,1
1631,"Auto Terminations","Approved Early Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6110,"BNE Melt","Batch & Furnace","19/07/2004",-1,1
1632,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End E Shift","12/09/2001",-1,1
1634,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6811,"BNE QG15 MachineLine","B Shift","27/01/2015",-1,1
1637,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6250,"BNE Maint - Cold End","Inspection & Packaging Engineering","16/03/2018",-1,1
1639,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End B Shift","28/08/2008",-1,1
1640,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6810,"BNE QG12 MachineLine","D Shift","16/11/2015",-1,1
1641,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End A Shift","6/07/2000",-1,1
1642,"Auto Terminations","Approved Early Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6580,"BNE Warehousing","Distribution - Queensland","10/07/2004",-1,1
1646,"Auto Terminations","Approved Early Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6330,"BNE Procurement","Business Services","9/08/2003",-1,1
1647,"Auto Terminations","Approved Early Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6240,"BNE Maint - Machine","Forming Maintenance","31/01/2004",-1,1
1648,"Termination (HR checklist)","Retirement (age)",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6220,"BNE Maint - General","Electrical Services","7/01/2009",-1,1
1649,"Termination (HR checklist)","Retirement (age)",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6230,"BNE Maint - Electric","Electrical Services","21/08/2012",-1,1
1650,"Auto Terminations","Illness Disability",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End C Shift","13/05/2008",-1,1
1652,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6100,"BNE Batch","Batch & Furnace","22/09/2007",-1,1
1653,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6210,"BNE Mould Repair","Mould Repair","30/08/2008",-1,1
1654,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End E Shift","8/02/2007",-1,1
1657,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6100,"BNE Batch","Batch & Furnace","23/10/2010",-1,1
1658,"Termination (HR checklist)","Retirement (age)",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6260,"BNE Plant Reliabilit","Mechanical Services","27/10/2007",-1,1
1661,"Termination (HR checklist)","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6230,"BNE Maint - Electric","Electrical Services","15/07/2006",-1,1
1663,"Termination (HR checklist)","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6160,"BNE Inspect","Inspection & Packaging","21/12/2002",-1,1
1665,"Auto Terminations","Dismissal",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6210,"BNE Mould Repair","Mould Repair","25/12/2001",-1,1
1666,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6210,"BNE Mould Repair","Mould Repair","6/03/2010",-1,1
1668,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6812,"BNE QG31 MachineLine","Unit Plant QG31","22/09/2018",-1,1
1670,"Termination (HR checklist)","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6120,"BNE Forming Services","Manufacturing","30/03/2003",-1,1
1677,"Auto Terminations","Approved Early Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End C Shift","9/08/2003",-1,1
1680,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6004,"BNE Shift 4","D Shift","7/08/2013",-1,1
1681,"Auto Terminations","Illness Disability",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6580,"BNE Warehousing","Distribution - Queensland","24/11/2003",-1,1
1683,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6240,"BNE Maint - Machine","IS Repair","7/07/2018",-1,1
1684,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6240,"BNE Maint - Machine","Forming Maintenance","21/01/2017",-1,1
1686,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6002,"BNE Shift 2","B Shift","15/05/2010",-1,1
1687,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6100,"BNE Batch","Batch & Furnace","14/07/2007",-1,1
1688,"Auto Terminations","Dismissal",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6210,"BNE Mould Repair","Mould Repair","22/07/2000",-1,1
1691,"Auto Terminations","Retrenchment (NZ Only 2010+)",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6160,"BNE Inspect","Cold End D Shift","15/04/2000",-1,1
1694,"Auto Terminations","Approved Early Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End C Shift","22/12/2000",-1,1
1695,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End B Shift","17/02/2007",-1,1
1697,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6100,"BNE Batch","Batch & Furnace","30/09/2006",-1,1
1698,"Auto Terminations","Illness Disability",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End C Shift","6/07/2005",-1,1
1700,"Termination (HR checklist)","Illness / Disability",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6260,"BNE Plant Reliabilit","Mechanical Services","8/12/2001",-1,1
1701,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6160,"BNE Inspect","Cold End C Shift","1/09/2000",-1,1
1704,"Auto Terminations","Illness Disability",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End B Shift","29/03/2006",-1,1
1705,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End E Shift","26/05/2008",-1,1
1707,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6220,"BNE Maint - General","Plant Mechanical Maintenance","21/01/2017",-1,1
1709,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End D Shift","23/02/2004",-1,1
1711,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6210,"BNE Mould Repair","Mould Repair","5/01/2003",-1,1
1712,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6210,"BNE Mould Repair","Mould Repair","4/08/2012",-1,1
1715,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6260,"BNE Plant Reliabilit","Mechanical Services","23/11/2012",-1,1
1717,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End C Shift","5/07/2007",-1,1
1718,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6060,"BNE Integrated Syste","Inspection and Packaging","10/07/2018",-1,1
1719,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End E Shift","2/07/2007",-1,1
1722,"Auto Terminations","Illness Disability",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6160,"BNE Inspect","Inspection & Packaging","4/05/2005",-1,1
1723,"Auto Terminations","Retrenchment (NZ Only 2010+)",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6160,"BNE Inspect","Cold End E Shift","22/05/2000",-1,1
1724,"Termination (HR checklist)","Illness / Disability",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6240,"BNE Maint - Machine","Forming Maintenance","29/09/2004",-1,1
1725,"Auto Terminations","Dismissal",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6160,"BNE Inspect","Cold End C Shift","3/06/2005",-1,1
1726,"Auto Terminations","Retrenchment (NZ Only 2010+)",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6160,"BNE Inspect","Cold End D Shift","15/04/2000",-1,1
1730,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Staff","Brisbane Shift",6060,"BNE Integrated Syste","Integrated Systems and Risk","16/04/2014",-1,1
1732,"Auto Terminations","Illness Disability",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6190,"BNE Resort","Customer Technical Services","6/08/2011",-1,1
1733,"Auto Terminations","Retrenchment (NZ Only 2010+)",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6160,"BNE Inspect","Cold End C Shift","22/05/2000",-1,1
1736,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6120,"BNE Forming Services","Hot End B Shift","21/01/2008",-1,1
1737,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6812,"BNE QG31 MachineLine","Unit Plant QG31","19/02/2018",-1,1
1740,"Termination (HR checklist)","Retirement (age)",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6230,"BNE Maint - Electric","Electrical Services","22/08/2011",-1,1
1741,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6260,"BNE Plant Reliabilit","Mechanical Services","3/09/2011",-1,1
1743,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6260,"BNE Plant Reliabilit","Mechanical Services","28/07/2012",-1,1
1744,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6230,"BNE Maint - Electric","Electrical Services","2/11/2017",-1,1
1745,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6210,"BNE Mould Repair","Mould Repair","9/03/2002",-1,1
1749,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne Day",7290,"MEL HR & Training","Human Resources","1/10/2002",-1,1
1751,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4810,"OIAP InformationTech","IT Operations","1/10/2014",-1,1
1752,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Staff","Adelaide Day",5270,"ADE Manufacturing","Occupational Health & Safety","17/05/2002",-1,1
1756,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBDAU",4460,"GOSC Fac Adv Eng","Forming Engineering","2/07/2011",-1,1
1759,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","VIC Glass Expatriate","Europe",4296,"OIAP Expatriates","Expatriates","1/01/2008",-1,1
1768,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","NSW - GPA - Wages","Sydney Shift",9003,"SYD Shift 3","C Shift","13/11/2013",-1,1
1770,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6160,"BNE Inspect","Cold End A Shift","22/05/2000",-1,1
1771,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6160,"BNE Inspect","Cold End B Shift","22/05/2000",-1,1
1772,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6160,"BNE Inspect","Cold End D Shift","11/10/2000",-1,1
1774,"Auto Terminations","Non SAP Company Transfer",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBDAU",4490,"GOSC Oper Advance","Operational Advancement","2/12/2010",-1,1
1778,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Day",5210,"ADE Mould Repair","Mould and Machine Maintenance","2/10/2014",-1,1
1781,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Staff","Brisbane Day",6110,"BNE Melt","Batch & Furnace","1/11/2005",-1,1
1783,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","NSW - GPA - Wages","Sydney Shift",9180,"SYD Audit","AUDIT","13/11/2013",-1,1
1792,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Wages","Melbourne Shift",7120,"MEL Forming Services","C Shift","26/03/2007",-1,1
1793,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Wages","Melbourne Shift",7004,"MEL Shift 4","D Shift","23/12/2010",-1,1
1797,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Wages","Melbourne Day",7240,"MEL Maint - Machine","Production Engineering","5/03/2007",-1,1
1799,"Auto Terminations","Dismissal",1000,"ACI Operations Pty Ltd","VIC - GPA - Wages","Melbourne Shift",7180,"MEL Audit","Plant Procedures & Specifications (ISO)","11/01/2005",-1,1
1803,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","SA - GPA - Staff","Adelaide Day",5120,"ADE Forming Services","Forming","1/06/2002",-1,1
1804,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Day",5260,"ADE Plant Reliabilit","Mechanical Engineering","19/09/2009",-1,1
1806,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","NSW - GPA - Staff","Sydney Day",9120,"SYD Forming Services","Forming","10/04/2004",-1,1
1808,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","NSW - GPA - Wages","Sydney Day",9290,"SYD HR & Training","Engineering","24/01/2004",-1,1
1809,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","NSW - GPA - Wages","Sydney Day",9290,"SYD HR & Training","Engineering","24/01/2004",-1,1
1812,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Day",5210,"ADE Mould Repair","Mould and Machine Maintenance","15/10/2014",-1,1
