"pers_no","action_type","reason_for_action","co_cd","company_code","personnel_area","personnel_subarea","cost_ctr","cost_center","organizational_unit","date","turnover","turn_abs"
1816,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4540,"OIAP Prodn Planning","National Planning","2/05/2012",-1,1
1817,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6160,"BNE Inspect","Cold End B Shift","15/04/2000",-1,1
1821,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBDAU",4550,"OIAP Customer Serv","Customer Services","11/08/2007",-1,1
1828,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","NSW - GPA - Wages","Sydney Day",9140,"SYD Job Change","Forming Job Change","5/04/2008",-1,1
1829,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","NSW - GPA - Wages","Sydney Shift",9001,"SYD Shift 1","A Shift","12/11/2013",-1,1
1837,"Auto Terminations","Abandonment",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6210,"BNE Mould Repair","Mould Repair","6/04/2000",-1,1
1838,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4360,"OI Austl Marketing","Marketing","5/07/2003",-1,1
1839,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","NSW - GPA - Staff","Sydney Day",4375,"AU Sales & Marketing","Sales NSW","2/12/2006",-1,1
1840,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne Day",7330,"MEL Procurement","Business Services","27/10/2004",-1,1
1849,"Auto Terminations","Dismissal",1000,"ACI Operations Pty Ltd","NSW - GPA - Wages","Sydney Day",9140,"SYD Job Change","Cold End Job Change","16/10/2004",-1,1
1850,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4300,"OI Financial Opers","Business Services","5/07/2003",-1,1
1853,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","NSW - GPA - Wages","Sydney Day",9240,"SYD Maint - Machine","Machine Maintenance","22/10/2004",-1,1
1855,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","NSW - GPA - Wages","Sydney Shift",9003,"SYD Shift 3","C Shift","13/11/2013",-1,1
1857,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Staff","Brisbane Day",6270,"BNE Manufacturing","Occupational Health & Safety","1/02/2003",-1,1
1860,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6210,"BNE Mould Repair","Mould Repair","9/04/2016",-1,1
1867,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Wages","Melbourne Shift",7813,"MEL MB33 MachineLine","Shift A","21/12/2018",-1,1
1869,"Auto Terminations","Dismissal",1000,"ACI Operations Pty Ltd","VIC - GPA - Wages","Melbourne Shift",7002,"MEL Shift 2","B Shift","9/03/2012",-1,1
1872,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","VIC - GPA - Wages","Melbourne Shift",7160,"MEL Inspect","D Shift","17/09/2000",-1,1
1873,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","VIC - GPA - Wages","Melbourne Shift",7160,"MEL Inspect","B Shift","18/09/2000",-1,1
1877,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6580,"BNE Warehousing","Distribution - Queensland","27/10/2004",-1,1
1879,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Shift",6160,"BNE Inspect","Cold End D Shift","15/08/2008",-1,1
1885,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne Day",7160,"MEL Inspect","Plant Procedures & Specifications (ISO)","10/08/2002",-1,1
1891,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4811,"OIAP IT Computer Ops","Information Technology","24/12/2005",-1,1
1894,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4812,"OIAP IT Applic Dev","Applications","26/01/2008",-1,1
1896,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5130,"ADE Forming","C Shift","28/04/2006",-1,1
1897,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Day",5210,"ADE Mould Repair","Forming","7/02/2002",-1,1
1898,"Auto Terminations","Dismissal",1000,"ACI Operations Pty Ltd","VIC - GPA - Wages","Melbourne Shift",7005,"MEL Shift 5","E Shift","11/09/2012",-1,1
1903,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5180,"ADE Audit","E Shift","9/07/2015",-1,1
1904,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4300,"OI Financial Opers","Commercial Accounting","20/07/2006",-1,1
1910,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","WA - GPA - Staff","Perth Day",8270,"PTH Manufacturing","ACI Glass Packaging Perth","1/07/2003",-1,1
1911,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","NSW - GPA - Wages","Sydney Shift",9160,"SYD Inspect","A Shift","12/09/2005",-1,1
1912,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4330,"OIAP StrategSourcing","Supply Chain","11/05/2002",-1,1
1917,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","NSW - GPA - Wages","Sydney Day",9180,"SYD Audit","Plant Procedures & Specifications (ISO)","31/08/2002",-1,1
1921,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Staff","Adelaide Day",4270,"OIAP Manufacturing","Plant Engineering","3/10/2015",-1,1
1924,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","WA - GPA - Staff","Perth Day",4570,"OIAP Distribution","Distribution - Western Australia","13/07/2013",-1,1
1928,"Auto Terminations","Non SAP Company Transfer",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4290,"APAC HR & Training","","1/01/2016",-1,1
1930,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4441,"Continuous Improvmt","Continuous Improvement","16/12/2017",-1,1
1932,"Auto Terminations","Non SAP Company Transfer",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4296,"OIAP Expatriates","Expatriates","2/09/2015",-1,1
1933,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4290,"APAC HR & Training","","2/07/2012",-1,1
1935,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Wages","Melbourne Day",7140,"MEL Job Change","Job Change","26/09/2009",-1,1
1937,"Auto Terminations","Dismissal",1000,"ACI Operations Pty Ltd","VIC - GPA - Wages","Melbourne Shift",7120,"MEL Forming Services","C Shift","13/04/2005",-1,1
1939,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","VIC Glass Expatriate","Guangzhou",3296,"PPG Expatriates","Expatriates","14/07/2001",-1,1
1940,"Termination (HR checklist)","Resignation",1000,"ACI Operations Pty Ltd","VIC Glass Expatriate","Shanghai",4296,"OIAP Expatriates","Expatriates","2/12/2010",-1,1
1942,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4330,"OIAP StrategSourcing","Procurement","2/04/2005",-1,1
1954,"Auto Terminations","Dismissal",1000,"ACI Operations Pty Ltd","NSW - GPA - Wages","Sydney Shift",9130,"SYD Forming","B Shift","6/11/2004",-1,1
1957,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4300,"OI Financial Opers","Business Services","28/12/2002",-1,1
1958,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4290,"APAC HR & Training","Human Resources - Glass","5/10/2002",-1,1
1964,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4540,"OIAP Prodn Planning","National Planning","1/03/2014",-1,1
1966,"Termination (HR checklist)","Illness / Disability",1000,"ACI Operations Pty Ltd","WA - GPA - Wages","Canningvale Day",8240,"PTH Maint - Machine","Machine Maintenance","20/12/2003",-1,1
1968,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4810,"OIAP InformationTech","Applications","17/09/2011",-1,1
1971,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5110,"ADE Melt","Batch and Furnace","27/03/2003",-1,1
1975,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","NSW - GPA - Wages","Sydney Shift",9130,"SYD Forming","D Shift","30/03/2004",-1,1
1978,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Wages","Brisbane Day",6210,"BNE Mould Repair","Mould Repair","29/01/2005",-1,1
1980,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4811,"OIAP IT Computer Ops","Infrastructure","2/08/2008",-1,1
1981,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","NSW - GPA - Wages","Sydney Day",9220,"SYD Maint - General","Plant Mechanical Sydney","13/11/2013",-1,1
1982,"Auto Terminations","Retirement",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4431,"PPG Regional Reports","Sales & Marketing","1/01/2008",-1,1
1985,"Auto Terminations","Illness Disability",1000,"ACI Operations Pty Ltd","VIC - GPA - Wages","Melbourne Day",7580,"MEL Warehousing","Distribution - Victoria","3/07/2007",-1,1
1987,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4300,"OI Financial Opers","Commercial","29/03/2008",-1,1
1988,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Staff","Brisbane Day",6110,"BNE Melt","Batch & Furnace","2/01/2006",-1,1
1989,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","WA - GPA - Wages","Canningvale Day",8290,"PTH HR & Training","Engineering","13/12/2003",-1,1
1990,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","NSW - GPA - Wages","Sydney Shift",9160,"SYD Inspect","A Shift","3/07/2003",-1,1
1992,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","NSW - GPA - Wages","Sydney Day",9290,"SYD HR & Training","Engineering","22/01/2005",-1,1
1994,"Auto Terminations","Dismissal",1000,"ACI Operations Pty Ltd","NSW - GPA - Wages","Sydney Shift",9130,"SYD Forming","C Shift","18/08/2009",-1,1
1995,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4300,"OI Financial Opers","Business Services","1/12/2001",-1,1
1998,"Termination (HR checklist)","Non SAP company transfer",1000,"ACI Operations Pty Ltd","VIC Glass Expatriate","Tianjin",4296,"OIAP Expatriates","Expatriates","21/05/2004",-1,1
2006,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","NSW - GPA - Staff","Sydney Day",4375,"AU Sales & Marketing","Sales","3/05/2003",-1,1
2007,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",3410,"PPG Information Tech","Information Technology","8/09/2001",-1,1
2012,"Auto Terminations","Dismissal",1000,"ACI Operations Pty Ltd","VIC - GPA - Wages","Melbourne Shift",7210,"MEL Mould Repair","Mould Repair","27/05/2006",-1,1
2013,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4300,"OI Financial Opers","Business Services","6/03/2002",-1,1
2015,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Day",5180,"ADE Audit","EHS & Risk","6/02/2015",-1,1
2019,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne Day",7300,"MEL Business Service","Business Services","20/11/2004",-1,1
2020,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4365,"OIAP Market & Sales","Sales & Marketing","3/07/2010",-1,1
2024,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","NSW - GPA - Staff","Sydney Day",9220,"SYD Maint - General","Engineering","1/01/2012",-1,1
2025,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBDAU",4446,"Reg SupplyChain Proc","Quantum_RTP","19/12/2018",-1,1
2026,"Auto Terminations","Dismissal",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Day",5260,"ADE Plant Reliabilit","Engineering","7/07/2006",-1,1
2027,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5005,"ADE Shift 5","Plant Reliability","2/10/2014",-1,1
2029,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Wages","Melbourne Shift",7160,"MEL Inspect","D Shift","23/05/2005",-1,1
2032,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5170,"ADE Pack","B Shift","23/04/2015",-1,1
2033,"Auto Terminations","Dismissal",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5004,"ADE Shift 4","D Shift","28/09/2013",-1,1
2035,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Staff","Adelaide Day",5300,"ADE Business Service","Business Services","19/05/2012",-1,1
2036,"Termination (HR checklist)","Contract Expired",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBDAU",4290,"APAC HR & Training","Human Resources Australia","2/01/2006",-1,1
2038,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","WA - GPA - Wages","Canningvale Day",8180,"PTH Audit","C Shift","24/11/2001",-1,1
2040,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Day",5140,"ADE Job Change","Job Change","29/09/2011",-1,1
2042,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5814,"ADE AD51 MachineLine","E Shift","23/04/2015",-1,1
2043,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4360,"OI Austl Marketing","Marketing","24/01/2004",-1,1
2044,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Staff","Adelaide Day",5260,"ADE Plant Reliabilit","Engineering","2/12/2003",-1,1
2046,"Auto Terminations","Non SAP Company Transfer",1000,"ACI Operations Pty Ltd","VIC Glass Expatriate","Auckland",4296,"OIAP Expatriates","Expatriates","1/12/2012",-1,1
2047,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5005,"ADE Shift 5","E Shift","12/01/2014",-1,1
2049,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","QLD - GPA - Staff","Brisbane Day",6300,"BNE Business Service","Business Services","22/11/2001",-1,1
2050,"Auto Terminations","Illness Disability",1000,"ACI Operations Pty Ltd","NSW - GPA - Wages","Sydney Day",9180,"SYD Audit","Plant Procedures & Specifications (ISO)","21/11/2001",-1,1
2053,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","QLD - GPA - Staff","Brisbane Day",4320,"OIAP Manuf Ops","Forming-Job Change","22/12/2001",-1,1
2054,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBDAU",4510,"OIAP Regional Qualit","Regional Quality","8/04/2006",-1,1
2056,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Staff","Adelaide Day",5140,"ADE Job Change","Job Change","15/07/2006",-1,1
2058,"Auto Terminations","Dismissal",1000,"ACI Operations Pty Ltd","VIC - GPA - Wages","Melbourne Shift",7001,"MEL Shift 1","A Shift","12/10/2010",-1,1
2060,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",3291,"PPG HR Special","ACI Packaging","1/11/2001",-1,1
2061,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",3291,"PPG HR Special","ACI Packaging","2/10/2001",-1,1
2063,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4300,"OI Financial Opers","Business Services","31/05/2002",-1,1
2064,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Staff","Adelaide Day",5300,"ADE Business Service","Business Services","1/01/2003",-1,1
2065,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","NSW - GPA - Staff","Sydney Day",9260,"SYD Plant Reliabilit","Engineering","2/07/2005",-1,1
2067,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",3291,"PPG HR Special","ACI Packaging","2/10/2001",-1,1
2068,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",3291,"PPG HR Special","ACI Packaging","2/10/2001",-1,1
2069,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",3291,"PPG HR Special","ACI Packaging","2/10/2001",-1,1
2071,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5130,"ADE Forming","A Shift","24/09/2001",-1,1
2073,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",4300,"OI Financial Opers","Business Services","10/02/2004",-1,1
2076,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","SA - GPA - Staff","Adelaide Day",5210,"ADE Mould Repair","Mould Repair","11/09/2014",-1,1
2077,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5003,"ADE Shift 3","C Shift","2/10/2014",-1,1
2078,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne Day",7120,"MEL Forming Services","Forming","16/02/2010",-1,1
2080,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",3291,"PPG HR Special","ACI Packaging","1/11/2001",-1,1
2081,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",3291,"PPG HR Special","ACI Packaging","1/11/2001",-1,1
2082,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",3291,"PPG HR Special","ACI Packaging","1/11/2001",-1,1
2083,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",3291,"PPG HR Special","ACI Packaging","1/11/2001",-1,1
2085,"Auto Terminations","Contract Expired",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBD",3291,"PPG HR Special","ACI Packaging","1/11/2001",-1,1
2086,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5130,"ADE Forming","C Shift","25/03/2002",-1,1
2087,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","VIC - GPA - Staff","Melbourne CBDAU",4330,"OIAP StrategSourcing","Supply Chain","18/02/2006",-1,1
2089,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5002,"ADE Shift 2","B Shift","30/03/2012",-1,1
2092,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5110,"ADE Melt","Batch and Furnace","2/10/2014",-1,1
2093,"Auto Terminations","Resignation",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5005,"ADE Shift 5","E Shift","5/05/2011",-1,1
2094,"Auto Terminations","Retrenchment(2008+)",1000,"ACI Operations Pty Ltd","SA - GPA - Wages","Adelaide Shift",5818,"ADE AD50 MachineLine","D Shift","23/04/2015",-1,1
