"pers_no","organizational_unit","date","turn_abs","location","years"
90000155,"Finance",2002-06-23,1,"Jakarta",2002
90000157,"Human Resources",2004-02-16,1,"Jakarta",2004
90000158,"Finance",2010-02-01,1,"Jakarta",2010
90001012,"Mould Shop/R & D",2005-12-01,1,"Jakarta",2005
90001019,"Distribution",2008-02-01,1,"Jakarta",2008
90001023,"Security",2003-02-06,1,"Jakarta",2003
90001045,"Mould Shop",2013-10-01,1,"Jakarta",2013
90001054,"Canteen",2005-03-05,1,"Jakarta",2005
90001064,"Canteen",2005-03-05,1,"Jakarta",2005
90001065,"Canteen",2005-03-05,1,"Jakarta",2005
90001068,"Canteen",2005-03-05,1,"Jakarta",2005
90001069,"Canteen",2005-03-05,1,"Jakarta",2005
90001071,"Canteen",2005-03-05,1,"Jakarta",2005
90001072,"Human Resources",2003-04-01,1,"Jakarta",2003
90001073,"Canteen",2005-03-05,1,"Jakarta",2005
90001080,"Canteen",2005-03-05,1,"Jakarta",2005
90001086,"Security",2003-02-06,1,"Jakarta",2003
90001087,"Security",2003-02-06,1,"Jakarta",2003
90001088,"Security",2003-02-06,1,"Jakarta",2003
90001091,"Canteen",2005-03-05,1,"Jakarta",2005
90001092,"Canteen",2005-03-05,1,"Jakarta",2005
90001093,"Canteen",2005-03-05,1,"Jakarta",2005
90001096,"Canteen",2005-03-05,1,"Jakarta",2005
90001097,"""D"" Shift Hot End",2008-10-01,1,"Jakarta",2008
90001099,"Security",2003-02-06,1,"Jakarta",2003
90002005,"Batch & Furnace",2004-12-01,1,"Jakarta",2004
90002006,"Batch & Furnace",2003-03-01,1,"Jakarta",2003
90002010,"Batch & Furnace",2011-07-01,1,"Jakarta",2011
90002015,"""D"" Shift Cold End",2011-06-01,1,"Jakarta",2011
90002018,"Batch & Furnace",2010-04-01,1,"Jakarta",2010
90002021,"Batch & Furnace",2006-10-01,1,"Jakarta",2006
90002028,"Job Change",2009-01-01,1,"Jakarta",2009
90002030,"Human Resources",2006-02-01,1,"Jakarta",2006
90002031,"Finished Products",2004-05-01,1,"Jakarta",2004
90002034,"B' Shift - Forming",2005-08-01,1,"Jakarta",2005
90002035,"Production Planning Inventory Control",2006-10-01,1,"Jakarta",2006
90002040,"Shift Operation ""C""",2010-02-01,1,"Jakarta",2010
90002042,"Shift Operation ""D""",2008-01-01,1,"Jakarta",2008
90002043,"B' Shift - Forming",2003-09-01,1,"Jakarta",2003
90002044,"Job Change",2008-11-17,1,"Jakarta",2008
90002045,"Forming",2009-02-01,1,"Jakarta",2009
90002049,"Forming Development",2009-07-01,1,"Jakarta",2009
90002051,"C' Shift - Forming",2004-02-01,1,"Jakarta",2004
90002052,"B' Shift - Forming",2006-06-01,1,"Jakarta",2006
90002054,"Manufacturing",2006-07-01,1,"Jakarta",2006
90002055,"Mould Shop/R & D",2006-11-01,1,"Jakarta",2006
90002056,"Mechanical Engineering",2008-03-01,1,"Jakarta",2008
90002058,"C' Shift - Forming",2003-12-01,1,"Jakarta",2003
90002060,"Annealing Coating Lehr",2008-06-01,1,"Jakarta",2008
90002061,"Shift Operation ""A""",2007-09-01,1,"Jakarta",2007
90002063,"B' Shift - Forming",2002-04-01,1,"Jakarta",2002
90002072,"Quality Service",2010-08-01,1,"Jakarta",2010
90002075,"Quality Service",2007-05-01,1,"Jakarta",2007
90002081,"""B"" Shift Cold End",2008-11-01,1,"Jakarta",2008
90002084,"Security",2003-02-06,1,"Jakarta",2003
90002085,"Inspection & Packing",2006-05-01,1,"Jakarta",2006
90002088,"Batch & Furnace",2006-10-01,1,"Jakarta",2006
90002094,"C'Shift - Inspection & Packing",2005-01-01,1,"Jakarta",2005
90002095,"Quality Service",2007-09-01,1,"Jakarta",2007
90002099,"Production",2007-07-01,1,"Jakarta",2007
90002103,"Quality Service",2009-12-01,1,"Jakarta",2009
90002104,"Quality Service",2007-09-01,1,"Jakarta",2007
90002107,"Quality Assurance",2004-10-01,1,"Jakarta",2004
90002108,"Quality Service",2006-10-01,1,"Jakarta",2006
90002111,"A'Shift - Inspection & Packing",2004-07-01,1,"Jakarta",2004
90002112,"D'Shift - Inspection & Packing",2005-05-01,1,"Jakarta",2005
90002121,"Human Resources",2003-03-01,1,"Jakarta",2003
90002125,"Annealing Coating Lehr",2007-07-01,1,"Jakarta",2007
90002126,"Cold End Support",2006-08-01,1,"Jakarta",2006
90002133,"A'Shift - Inspection & Packing",2006-01-01,1,"Jakarta",2006
90002135,"Annealing Coating Lehr",2006-11-01,1,"Jakarta",2006
90002139,"Job Change",2009-02-01,1,"Jakarta",2009
90002140,"""C"" Shift Cold End",2007-02-01,1,"Jakarta",2007
90002142,"""D"" Shift Cold End",2009-06-01,1,"Jakarta",2009
90002149,"Annealing Coating Lehr",2009-01-01,1,"Jakarta",2009
90002153,"Annealing Coating Lehr",2006-10-01,1,"Jakarta",2006
90002156,"Job Change",2005-01-01,1,"Jakarta",2005
90002168,"Logistics",2004-05-01,1,"Jakarta",2004
90002173,"Factory Engineering",2005-02-01,1,"Jakarta",2005
90002174,"Electronic",2007-03-09,1,"Jakarta",2007
90002178,"Plant Engineering",2003-09-01,1,"Jakarta",2003
90002180,"Plant Engineering",2004-05-01,1,"Jakarta",2004
90002181,"Plant Engineering",2004-09-01,1,"Jakarta",2004
90002189,"Mechanical Engineering",2012-05-01,1,"Jakarta",2012
90002194,"""D"" Shift Cold End",2008-12-01,1,"Jakarta",2008
90002195,"Distribution",2010-11-01,1,"Jakarta",2010
90002197,"Mechanical Engineering",2007-05-01,1,"Jakarta",2007
90002206,"Machine Maintenance",2006-03-01,1,"Jakarta",2006
90002215,"Mould Shop/R & D",2006-12-01,1,"Jakarta",2006
90002216,"Mould Shop/R & D",2005-04-01,1,"Jakarta",2005
90002224,"Mould Shop/R & D",2003-07-01,1,"Jakarta",2003
90002226,"Mould Shop/R & D",2002-06-01,1,"Jakarta",2002
90002228,"Security",2003-02-06,1,"Jakarta",2003
90002229,"Mould Shop/R & D",2006-04-01,1,"Jakarta",2006
90002234,"Mechanical Engineering",2013-02-01,1,"Jakarta",2013
90002237,"Finance",2003-04-01,1,"Jakarta",2003
90002238,"Store",2010-11-01,1,"Jakarta",2010
90002240,"Warehouse",2005-08-01,1,"Jakarta",2005
90002243,"Distribution",2011-07-01,1,"Jakarta",2011
90002245,"Plant Electrical",2002-08-01,1,"Jakarta",2002
90002246,"Distribution",2009-09-01,1,"Jakarta",2009
90002252,"Security",2003-02-06,1,"Jakarta",2003
90002259,"Finished Products",2005-01-01,1,"Jakarta",2005
90002261,"Quality Service",2006-12-01,1,"Jakarta",2006
90002263,"Purchasing",2011-04-01,1,"Jakarta",2011
90002264,"Mould Shop/R & D",2006-07-01,1,"Jakarta",2006
90002265,"A'Shift - Inspection & Packing",2005-12-01,1,"Jakarta",2005
90002266,"Mould Shop/R & D",2007-03-01,1,"Jakarta",2007
90002270,"Plant Engineering",2008-04-01,1,"Jakarta",2008
90002272,"Mould Shop/R & D",2004-09-01,1,"Jakarta",2004
90002278,"Security",2003-02-06,1,"Jakarta",2003
90002285,"Job Change",2005-01-01,1,"Jakarta",2005
90002291,"Mould Shop",2010-11-01,1,"Jakarta",2010
90002293,"Mould Shop",2012-09-01,1,"Jakarta",2012
90002300,"Secondary Process",2005-10-01,1,"Jakarta",2005
90002301,"Shift Operation ""D""",2012-01-01,1,"Jakarta",2012
90002303,"Job Change",2007-06-01,1,"Jakarta",2007
90002305,"A' Shift - Forming",2006-05-01,1,"Jakarta",2006
90002315,"Human Resources",2004-09-01,1,"Jakarta",2004
90002316,"""C"" Shift Cold End",2012-01-01,1,"Jakarta",2012
90002320,"Mould Shop/R & D",2004-01-01,1,"Jakarta",2004
90002329,"Mould Shop/R & D",2007-03-01,1,"Jakarta",2007
90002334,"Mould Shop/R & D",2009-05-01,1,"Jakarta",2009
90002335,"Factory Engineering",2003-07-01,1,"Jakarta",2003
90002337,"Logistics",2002-08-01,1,"Jakarta",2002
90002341,"""A"" Shift Cold End",2010-06-01,1,"Jakarta",2010
90002342,"Mechanical Engineering",2009-11-01,1,"Jakarta",2009
90002346,"Plant Engineering",2009-11-01,1,"Jakarta",2009
90002362,"Annealing Coating Lehr",2013-01-01,1,"Jakarta",2013
90002363,"Mould Shop",2011-07-01,1,"Jakarta",2011
90002371,"""C"" Shift Cold End",2008-11-01,1,"Jakarta",2008
90002375,"""B"" Shift Cold End",2010-04-01,1,"Jakarta",2010
90002376,"A' Shift - Select & Pack",2002-11-01,1,"Jakarta",2002
90002377,"Distribution",2013-01-01,1,"Jakarta",2013
90002382,"Production Planning Inventory Control",2009-02-01,1,"Jakarta",2009
90002383,"Quality Service",2012-11-01,1,"Jakarta",2012
90002386,"Security",2003-02-06,1,"Jakarta",2003
90002393,"Batch & Furnace",2010-02-01,1,"Jakarta",2010
90002397,"Mechanical Engineering",2005-12-01,1,"Jakarta",2005
90002400,"Quality Service",2009-11-01,1,"Jakarta",2009
90002402,"Shift Operation ""B""",2015-03-01,1,"Jakarta",2015
90002411,"""A"" Shift Hot End",2012-02-01,1,"Jakarta",2012
90002426,"Machine Maintenance",2006-04-01,1,"Jakarta",2006
90002427,"Machine Maintenance",2014-02-01,1,"Jakarta",2014
90002428,"Security",2003-02-06,1,"Jakarta",2003
90002435,"Job Change",2009-04-01,1,"Jakarta",2009
90002439,"Job Change",2008-01-01,1,"Jakarta",2008
90002441,"Forming Development",2010-01-01,1,"Jakarta",2010
90002444,"Mould Shop",2014-08-01,1,"Jakarta",2014
90002445,"Quality Service",2007-06-01,1,"Jakarta",2007
90002448,"Batch & Furnace",2011-04-01,1,"Jakarta",2011
90002450,"Batch & Furnace",2009-03-01,1,"Jakarta",2009
90002452,"Line 24 Shift A",2015-06-01,1,"Jakarta",2015
90002455,"Batch & Furnace",2007-12-01,1,"Jakarta",2007
90002456,"Quality Service",2013-11-01,1,"Jakarta",2013
90002457,"Human Resources",2003-04-01,1,"Jakarta",2003
90002459,"A'Shift - Inspection & Packing",2005-01-01,1,"Jakarta",2005
90002460,"Distribution",2013-07-01,1,"Jakarta",2013
90002461,"Shift Operation ""B""",2015-08-01,1,"Jakarta",2015
90002464,"Plant Engineering",2004-09-01,1,"Jakarta",2004
90002465,"Plant Engineering",2005-03-01,1,"Jakarta",2005
90002466,"Mechanical Engineering",2007-09-01,1,"Jakarta",2007
90002468,"Batch & Furnace",2014-04-01,1,"Jakarta",2014
90002470,"Batch & Furnace",2012-07-01,1,"Jakarta",2012
90002473,"Batch & Furnace",2012-02-01,1,"Jakarta",2012
90002474,"Batch & Furnace",2013-01-01,1,"Jakarta",2013
90002477,"""A"" Shift Cold End",2009-06-01,1,"Jakarta",2009
90002478,"Mechanical Engineering",2012-10-01,1,"Jakarta",2012
90002484,"Secondary Process",2002-06-01,1,"Jakarta",2002
90002492,"Distribution",2013-07-01,1,"Jakarta",2013
90002496,"Distribution",2007-08-01,1,"Jakarta",2007
90002497,"Electrical",2010-07-06,1,"Jakarta",2010
90002499,"Logistics",2002-03-01,1,"Jakarta",2002
90002502,"Mould Shop",2009-12-01,1,"Jakarta",2009
90002505,"Inspection Packaging",2013-08-01,1,"Jakarta",2013
90002508,"Shift Operation ""A""",2009-06-01,1,"Jakarta",2009
90002513,"",2002-05-01,1,"Jakarta",2002
90002515,"Batch & Furnace",2009-10-01,1,"Jakarta",2009
90002516,"Mould Shop/R & D",2005-11-01,1,"Jakarta",2005
90002517,"Quality Service",2013-08-01,1,"Jakarta",2013
90002519,"""B"" Shift Cold End",2007-07-01,1,"Jakarta",2007
90002520,"Inspection Packaging",2016-05-01,1,"Jakarta",2016
90002521,"D'Shift - Inspection & Packing",2005-07-01,1,"Jakarta",2005
90002522,"""A"" Shift Cold End",2007-09-01,1,"Jakarta",2007
90002523,"Quality Service",2014-10-01,1,"Jakarta",2014
90002525,"Batch & Furnace",2014-06-01,1,"Jakarta",2014
90002527,"Mould Shop",2016-09-01,1,"Jakarta",2016
90002532,"Distribution",2014-04-01,1,"Jakarta",2014
90002534,"Mechanical Engineering",2013-08-01,1,"Jakarta",2013
90002541,"Distribution",2016-01-01,1,"Jakarta",2016
90002542,"Store",2013-05-01,1,"Jakarta",2013
90002543,"C'Shift - Inspection & Packing",2005-08-01,1,"Jakarta",2005
90002544,"Quality Service",2013-05-01,1,"Jakarta",2013
90002550,"D' Shift - Forming",2004-02-01,1,"Jakarta",2004
90002554,"Batch & Furnace",2016-07-01,1,"Jakarta",2016
90002555,"Batch & Furnace",2012-07-01,1,"Jakarta",2012
90002557,"""D"" Shift Cold End",2009-07-01,1,"Jakarta",2009
90002559,"Quality Service",2010-06-01,1,"Jakarta",2010
90002561,"Distribution",2012-05-01,1,"Jakarta",2012
90002564,"Mechanical Engineering",2009-05-01,1,"Jakarta",2009
90002566,"Mechanical Engineering",2006-08-01,1,"Jakarta",2006
90002567,"Mould Shop/R & D",2009-06-01,1,"Jakarta",2009
90002568,"Mould Shop",2015-08-01,1,"Jakarta",2015
90002573,"Inspection Packaging",2013-01-01,1,"Jakarta",2013
90002575,"""B"" Shift Cold End",2010-08-01,1,"Jakarta",2010
90002576,"""A"" Shift Cold End",2010-08-01,1,"Jakarta",2010
90002581,"Quality Service",2009-01-01,1,"Jakarta",2009
90002582,"Quality Service",2008-07-01,1,"Jakarta",2008
90002586,"Shift Operation ""C""",2017-04-01,1,"Jakarta",2017
90002590,"Quality Service",2015-04-01,1,"Jakarta",2015
90002593,"Batch & Furnace",2018-03-01,1,"Jakarta",2018
90002595,"Line 14 Shift C",2015-02-01,1,"Jakarta",2015
90002596,"Shift Operation ""D""",2015-09-01,1,"Jakarta",2015
90002597,"Quality Service",2009-01-01,1,"Jakarta",2009
90002601,"Line 14 Shift B",2014-12-01,1,"Jakarta",2014
90002604,"Logistic & PPIC",2017-03-01,1,"Jakarta",2017
90002605,"""D"" Shift Cold End",2013-08-01,1,"Jakarta",2013
90002608,"Distribution",2015-07-01,1,"Jakarta",2015
90002615,"Inspection Packaging",2014-06-01,1,"Jakarta",2014
90002617,"Security",2003-02-06,1,"Jakarta",2003
90002618,"Distribution",2013-05-01,1,"Jakarta",2013
90002620,"Mould Shop/R & D",2005-06-01,1,"Jakarta",2005
90002622,"Store",2015-08-01,1,"Jakarta",2015
90002624,"""D"" Shift Cold End",2009-08-01,1,"Jakarta",2009
90002629,"Forming",2015-11-01,1,"Jakarta",2015
90002632,"""A"" Shift Cold End",2011-10-01,1,"Jakarta",2011
90002638,"Plant Engineering",2003-08-22,1,"Jakarta",2003
90002642,"Quality Service",2012-07-01,1,"Jakarta",2012
90002645,"Mechanical Engineering",2017-03-23,1,"Jakarta",2017
90002651,"""A"" Shift Cold End",2013-05-01,1,"Jakarta",2013
90002652,"Finance",2014-11-01,1,"Jakarta",2014
90002654,"Warehouse",2017-05-01,1,"Jakarta",2017
90002656,"Line 22 Shift A",2015-01-01,1,"Jakarta",2015
90002657,"Distribution",2012-12-12,1,"Jakarta",2012
90002662,"Job Change",2014-01-01,1,"Jakarta",2014
90002664,"Distribution",2016-12-01,1,"Jakarta",2016
90002665,"Quality Service",2017-02-01,1,"Jakarta",2017
90002669,"Manufacturing",2017-07-01,1,"Jakarta",2017
90002670,"Mould Shop",2016-11-01,1,"Jakarta",2016
90002674,"PT Kangar Consolidated Industries",2019-06-01,1,"Jakarta",2019
90002680,"Logistics",2004-07-07,1,"Jakarta",2004
90002681,"Warehouse",2017-12-01,1,"Jakarta",2017
90002682,"Logistics",2005-01-01,1,"Jakarta",2005
90002685,"""A"" Shift Cold End",2013-09-01,1,"Jakarta",2013
90002689,"Line 22 Shift C",2014-05-01,1,"Jakarta",2014
90002691,"Shift Operation ""A""",2015-12-01,1,"Jakarta",2015
90002696,"Line 11 Shift D",2014-01-01,1,"Jakarta",2014
90002711,"Manufacturing",2014-06-01,1,"Jakarta",2014
90002717,"Quality Service",2016-07-01,1,"Jakarta",2016
90002718,"Quality Service",2019-07-01,1,"Jakarta",2019
90002737,"""B"" Shift Cold End",2007-09-01,1,"Jakarta",2007
90002745,"""C"" Shift Cold End",2012-04-01,1,"Jakarta",2012
90002747,"Shift Operation ""D""",2018-03-01,1,"Jakarta",2018
90002748,"""B"" Shift Cold End",2008-01-01,1,"Jakarta",2008
90002750,"Line 11 Shift C",2016-07-16,1,"Jakarta",2016
90002753,"Line 22 Shift C",2015-03-01,1,"Jakarta",2015
90002764,"Line 21 Shift C",2016-12-01,1,"Jakarta",2016
90002766,"Quality Service",2015-07-21,1,"Jakarta",2015
90002767,"""C"" Shift Cold End",2008-08-13,1,"Jakarta",2008
90002768,"Line 22 Shift B",2018-11-01,1,"Jakarta",2018
90002769,"Line 22 Shift C",2015-12-01,1,"Jakarta",2015
90002774,"""C"" Shift Cold End",2013-09-01,1,"Jakarta",2013
90002775,"D'Shift - Inspection & Packing",2004-08-04,1,"Jakarta",2004
90002776,"A'Shift - Inspection & Packing",2006-06-07,1,"Jakarta",2006
90002781,"Shift Operation ""B""",2017-12-01,1,"Jakarta",2017
90002784,"""D"" Shift Cold End",2010-02-01,1,"Jakarta",2010
90002785,"Shift Operation ""D""",2016-12-01,1,"Jakarta",2016
90002787,"C'Shift - Inspection & Packing",2004-08-01,1,"Jakarta",2004
90002789,"""B"" Shift Cold End",2012-08-01,1,"Jakarta",2012
90002790,"Line 22 Shift B",2017-09-01,1,"Jakarta",2017
90002791,"Shift Operation ""B""",2015-02-01,1,"Jakarta",2015
90002794,"Line 11 Shift A",2016-08-01,1,"Jakarta",2016
90002800,"""C"" Shift Cold End",2013-09-01,1,"Jakarta",2013
90002815,"Mould Shop",2019-06-01,1,"Jakarta",2019
90002821,"""A"" Shift Hot End",2010-10-27,1,"Jakarta",2010
90002823,"Job Change",2012-12-18,1,"Jakarta",2012
90002826,"Production",2010-10-27,1,"Jakarta",2010
90002835,"Line 24 Shift B",2017-01-01,1,"Jakarta",2017
90002836,"Line 24 Shift A",2015-05-01,1,"Jakarta",2015
90002842,"Line 11 Shift B",2019-04-01,1,"Jakarta",2019
90002847,"Mould Shop",2017-04-01,1,"Jakarta",2017
90002850,"Line 21 Shift B",2019-06-21,1,"Jakarta",2019
90002851,"A' Shift - Forming",2005-07-01,1,"Jakarta",2005
90002870,"Line 24 Shift A",2018-11-27,1,"Jakarta",2018
90002871,"B' Shift - Forming",2002-06-01,1,"Jakarta",2002
90002872,"Unit Plant 2",2019-06-01,1,"Jakarta",2019
90002873,"Line 14 Shift C",2015-09-09,1,"Jakarta",2015
90002874,"Manufacturing Process Capability Program",2018-10-15,1,"Jakarta",2018
90002876,"Manufacturing",2012-03-19,1,"Jakarta",2012
90002879,"Plant Engineering",2008-04-01,1,"Jakarta",2008
90002881,"Mechanical Engineering",2009-05-01,1,"Jakarta",2009
90002882,"""C"" Shift Cold End",2011-02-17,1,"Jakarta",2011
90002883,"Plant Electrical",2004-04-01,1,"Jakarta",2004
90002887,"Plant Electrical",2002-02-01,1,"Jakarta",2002
90002888,"Logistics",2003-05-01,1,"Jakarta",2003
90002889,"Job Change",2019-06-22,1,"Jakarta",2019
90002893,"Manufacturing Process Capability Program",2015-01-16,1,"Jakarta",2015
90002895,"Engineering",2005-12-01,1,"Jakarta",2005
90002896,"Marketing & Sales",2002-11-01,1,"Jakarta",2002
90002898,"Marketing & Sales",2002-04-01,1,"Jakarta",2002
90002902,"Purchasing",2016-08-13,1,"Jakarta",2016
90002903,"Purchasing",2003-03-01,1,"Jakarta",2003
90002904,"Logistics",2003-04-01,1,"Jakarta",2003
90002905,"""A"" Shift Hot End",2013-01-11,1,"Jakarta",2013
90002906,"Logistics",2007-04-01,1,"Jakarta",2007
90002907,"Logistics",2003-04-01,1,"Jakarta",2003
90002908,"Marketing & Sales",2003-03-01,1,"Jakarta",2003
90002911,"""B"" Shift Hot End",2010-05-13,1,"Jakarta",2010
90002912,"""A"" Shift Hot End",2006-12-22,1,"Jakarta",2006
90002913,"Marketing & Sales",2003-05-01,1,"Jakarta",2003
90002915,"Marketing & Sales",2006-04-01,1,"Jakarta",2006
90002917,"B' Shift - Forming",2003-04-12,1,"Jakarta",2003
90002918,"B' Shift - Forming",2003-05-01,1,"Jakarta",2003
90002919,"Unit Plant 2",2019-06-22,1,"Jakarta",2019
90002920,"B' Shift - Forming",2003-09-01,1,"Jakarta",2003
90002921,"Job Change",2013-08-26,1,"Jakarta",2013
90002922,"Marketing & Sales",2005-03-01,1,"Jakarta",2005
90002923,"Human Resources",2004-03-01,1,"Jakarta",2004
90002924,"Forming",2013-12-01,1,"Jakarta",2013
90002925,"D' Shift - Forming",2004-05-14,1,"Jakarta",2004
90002926,"Batch & Furnace",2008-10-08,1,"Jakarta",2008
90002928,"Human Resources",2004-06-19,1,"Jakarta",2004
90002929,"Mechanical Engineering",2007-09-01,1,"Jakarta",2007
90002931,"Electrical",2006-06-01,1,"Jakarta",2006
90002932,"D' Shift - Forming",2006-04-14,1,"Jakarta",2006
90002933,"Human Resources",2005-02-01,1,"Jakarta",2005
90002936,"""A"" Shift Cold End",2007-04-01,1,"Jakarta",2007
90002938,"Cold End Support",2005-05-01,1,"Jakarta",2005
90002939,"B' Shift - Forming",2005-04-01,1,"Jakarta",2005
90002940,"Mechanical Engineering",2011-10-15,1,"Jakarta",2011
90002942,"Line 24 Shift C",2016-12-01,1,"Jakarta",2016
90002943,"Finance",2006-11-08,1,"Jakarta",2006
90002944,"Marketing & Sales",2006-07-01,1,"Jakarta",2006
90002946,"Shift Operation ""D""",2016-12-01,1,"Jakarta",2016
90002948,"Marketing & Sales",2005-11-01,1,"Jakarta",2005
90002949,"Marketing & Sales",2006-03-01,1,"Jakarta",2006
90002951,"Human Resources",2007-10-22,1,"Jakarta",2007
90002954,"Mechanical Engineering",2007-01-01,1,"Jakarta",2007
90002957,"B' Shift - Forming",2005-11-01,1,"Jakarta",2005
90002958,"Mechanical Engineering",2018-09-01,1,"Jakarta",2018
90002959,"Electronic",2006-05-08,1,"Jakarta",2006
90002963,"Marketing & Sales",2006-09-15,1,"Jakarta",2006
90002964,"Human Resources",2010-09-24,1,"Jakarta",2010
90002965,"Machine Maintenance",2012-01-18,1,"Jakarta",2012
90002969,"Marketing & Sales",2012-07-01,1,"Jakarta",2012
90002970,"Batch & Furnace",2007-01-16,1,"Jakarta",2007
90002971,"Batch & Furnace",2009-10-01,1,"Jakarta",2009
90002973,"""A"" Shift Hot End",2006-08-01,1,"Jakarta",2006
90002974,"Marketing & Sales",2007-11-16,1,"Jakarta",2007
90002975,"Job Change",2019-06-28,1,"Jakarta",2019
90002976,"""D"" Shift Hot End",2012-11-01,1,"Jakarta",2012
90002979,"Marketing & Sales",2015-02-01,1,"Jakarta",2015
90002980,"Electronic",2007-09-13,1,"Jakarta",2007
90002981,"Electrical",2014-04-05,1,"Jakarta",2014
90002982,"Mechanical Engineering",2007-09-13,1,"Jakarta",2007
90002983,"Mechanical Engineering",2007-02-01,1,"Jakarta",2007
90002984,"Marketing & Sales",2014-01-01,1,"Jakarta",2014
90002986,"Machine Maintenance",2007-04-01,1,"Jakarta",2007
90002988,"""C"" Shift Hot End",2007-01-24,1,"Jakarta",2007
90002989,"""A"" Shift Hot End",2007-12-01,1,"Jakarta",2007
90002992,"Forming Development",2010-04-08,1,"Jakarta",2010
90002993,"Batch & Furnace",2007-07-01,1,"Jakarta",2007
90002994,"Batch & Furnace",2007-09-01,1,"Jakarta",2007
90002995,"Batch & Furnace",2008-05-01,1,"Jakarta",2008
90002996,"Electrical",2011-05-08,1,"Jakarta",2011
90002997,"Batch & Furnace",2007-08-04,1,"Jakarta",2007
90002998,"Batch & Furnace",2017-03-28,1,"Jakarta",2017
90003000,"Line 21 Shift A",2015-07-11,1,"Jakarta",2015
90003002,"Human Resources",2007-11-01,1,"Jakarta",2007
