Pers.no.,Action Type,Reason for Action,CoCd,Company Code,Personnel Area,Personnel Subarea,Cost ctr,Cost Center,Organizational Unit,Start date Action,End date Action,Organizational Key,Position,Date
10000043,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1100,NZ Batch,Raw Material,3/08/2014,1/08/2015,,Raw Material Operator,3/11/1992
10000043,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1100,NZ Batch,Raw Material,2/08/2015,31/07/2016,,Raw Material Operator,3/11/1992
10000043,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1100,NZ Batch,Raw Material,1/08/2016,31/07/2017,,Raw Material Operator,3/11/1992
10000043,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1100,NZ Batch,Raw Material,1/08/2017,31/07/2018,,Raw Material Operator,3/11/1992
10000043,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1100,NZ Batch,Raw Material,1/08/2017,31/07/2018,Manufacturing & Engineering,Raw Material Operator,3/11/1992
10000043,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1100,NZ Batch,Raw Material,1/08/2018,31/12/9999,Manufacturing & Engineering,Raw Material Operator,3/11/1992
10000044,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,4/08/2013,2/08/2014,,Bottle Machine Operator Grade 1,26/06/1989
10000044,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,3/08/2014,1/08/2015,,Bottle Machine Operator Grade 1,26/06/1989
10000044,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,2/08/2015,31/07/2016,,Bottle Machine Operator Grade 1,26/06/1989
10000044,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,1/08/2016,31/07/2017,,Bottle Machine Operator Grade 1,26/06/1989
10000044,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,1/08/2017,31/07/2018,,Bottle Machine Operator Grade 1,26/06/1989
10000044,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,1/08/2017,31/07/2018,Manufacturing & Engineering,Bottle Machine Operator Grade 1,26/06/1989
10000044,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,1/08/2018,31/12/9999,Manufacturing & Engineering,Bottle Machine Operator Grade 1,26/06/1989
10000045,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,4/08/2013,2/08/2014,,Multi-Skilled Operator,20/10/1986
10000045,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,3/08/2014,1/08/2015,,Multi-Skilled Operator,20/10/1986
10000045,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,2/08/2015,31/07/2016,,Multi-Skilled Operator,20/10/1986
10000045,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,1/08/2016,31/07/2017,,Multi-Skilled Operator,20/10/1986
10000045,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,1/08/2017,31/07/2018,,Multi-Skilled Operator,20/10/1986
10000045,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,1/08/2017,31/07/2018,Manufacturing & Engineering,Multi-Skilled Operator,20/10/1986
10000045,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,1/08/2018,22/09/2018,Manufacturing & Engineering,Multi-Skilled Operator,20/10/1986
10000045,Transfer,Transfer,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,23/09/2018,31/12/9999,Manufacturing & Engineering,Multi-Skilled Operator,20/10/1986
10000048,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,4/08/2013,2/08/2014,,Finished Products Shift Co-ordinator,7/03/1977
10000048,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,3/08/2014,1/08/2015,,Finished Products Shift Co-ordinator,7/03/1977
10000048,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,2/08/2015,31/07/2016,,Finished Products Shift Co-ordinator,7/03/1977
10000048,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,1/08/2016,31/07/2017,,Finished Products Shift Co-ordinator,7/03/1977
10000048,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,1/08/2017,31/07/2018,,Finished Products Shift Co-ordinator,7/03/1977
10000048,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,1/08/2017,31/07/2018,Manufacturing & Engineering,Finished Products Shift Co-ordinator,7/03/1977
10000048,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,1/08/2018,31/12/9999,Manufacturing & Engineering,Finished Products Shift Co-ordinator,7/03/1977
10000054,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,4/08/2013,2/08/2014,,Verifier,25/07/1977
10000054,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,3/08/2014,1/08/2015,,Verifier,25/07/1977
10000054,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,2/08/2015,31/07/2016,,Verifier,25/07/1977
10000054,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,1/08/2016,31/07/2017,,Verifier,25/07/1977
10000054,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,1/08/2017,31/07/2018,,Verifier,25/07/1977
10000054,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,1/08/2017,31/07/2018,Manufacturing & Engineering,Verifier,25/07/1977
10000054,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,1/08/2018,27/03/2019,Manufacturing & Engineering,Verifier,25/07/1977
10000055,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Elec,1230,NZ Maint - Elec Plan,Electrical,4/08/2013,2/08/2014,,Electrician,26/08/1987
10000055,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Elec,1230,NZ Maint - Elec Plan,Electrical,3/08/2014,1/08/2015,,Electrician,26/08/1987
10000055,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Elec,1230,NZ Maint - Elec Plan,Electrical,2/08/2015,31/07/2016,,Electrician,26/08/1987
10000055,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Elec,1230,NZ Maint - Elec Plan,Electrical,1/08/2016,31/07/2017,,Electrician,26/08/1987
10000055,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Elec,1230,NZ Maint - Elec Plan,Electrical,1/08/2017,31/07/2018,,Electrician,26/08/1987
10000055,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Elec,1230,NZ Maint - Elec Plan,Electrical,1/08/2017,31/07/2018,Manufacturing & Engineering,Electrician,26/08/1987
10000055,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Elec,1230,NZ Maint - Elec Plan,Electrical,1/08/2018,31/12/9999,Manufacturing & Engineering,Electrician,26/08/1987
10000058,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,4/08/2013,2/08/2014,,Finished Products Shift Co-ordinator,9/10/1984
10000058,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,3/08/2014,1/08/2015,,Finished Products Shift Co-ordinator,9/10/1984
10000058,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,2/08/2015,31/07/2016,,Finished Products Shift Co-ordinator,9/10/1984
10000058,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,1/08/2016,31/07/2017,,Finished Products Shift Co-ordinator,9/10/1984
10000058,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,1/08/2017,31/07/2018,,Finished Products Shift Co-ordinator,9/10/1984
10000058,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,1/08/2017,31/07/2018,Manufacturing & Engineering,Finished Products Shift Co-ordinator,9/10/1984
10000058,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,1/08/2018,31/12/9999,Manufacturing & Engineering,Finished Products Shift Co-ordinator,9/10/1984
10000059,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1140,NZ Job Change,Job Change,4/08/2013,2/08/2014,,Job Change Crew,23/08/1984
10000059,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1140,NZ Job Change,Job Change,3/08/2014,1/08/2015,,Job Change Crew,23/08/1984
10000059,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1140,NZ Job Change,Job Change,2/08/2015,31/07/2016,,Job Change Crew,23/08/1984
10000059,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1140,NZ Job Change,Job Change,1/08/2016,31/07/2017,,Job Change Crew,23/08/1984
10000059,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1140,NZ Job Change,Job Change,1/08/2017,31/07/2018,,Job Change Crew,23/08/1984
10000059,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1140,NZ Job Change,Job Change,1/08/2017,31/07/2018,Manufacturing & Engineering,Job Change Crew,23/08/1984
10000059,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1140,NZ Job Change,Job Change,1/08/2018,31/12/9999,Manufacturing & Engineering,Job Change Crew,23/08/1984
10000060,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1220,NZ Maint - General,Plant Maintenance,4/08/2013,30/05/2014,,Plant Maintenance Fitter,25/09/1968
10000061,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,4/08/2013,2/08/2014,,Packaging Operator,21/05/1986
10000061,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,3/08/2014,1/08/2015,,Packaging Operator,21/05/1986
10000061,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,2/08/2015,31/07/2016,,Packaging Operator,21/05/1986
10000061,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,1/08/2016,31/07/2017,,Packaging Operator,21/05/1986
10000061,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,1/08/2017,31/07/2018,,Packaging Operator,21/05/1986
10000061,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,1/08/2017,31/07/2018,Manufacturing & Engineering,Packaging Operator,21/05/1986
10000061,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,1/08/2018,31/12/9999,Manufacturing & Engineering,Packaging Operator,21/05/1986
10000062,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,4/08/2013,2/08/2014,,Verifier,2/12/1974
10000062,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,3/08/2014,1/08/2015,,Verifier,2/12/1974
10000062,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,2/08/2015,31/07/2016,,Verifier,2/12/1974
10000062,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,1/08/2016,31/07/2017,,Verifier,2/12/1974
10000062,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,1/08/2017,31/07/2018,,Verifier,2/12/1974
10000062,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,1/08/2017,31/07/2018,Manufacturing & Engineering,Verifier,2/12/1974
10000062,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,1/08/2018,31/12/9999,Manufacturing & Engineering,Verifier,2/12/1974
10000065,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1240,NZ Maint - Machine,Machine Maintenance,4/08/2013,28/03/2014,,Machine Maintenance Fitter,19/11/1984
10000066,Rehire,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,26/04/2016,31/07/2016,,Forming Services Fitter,26/04/2016
10000066,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,1/08/2016,5/03/2017,,Forming Services Fitter,26/04/2016
10000066,Promotion,No reason specified,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,6/03/2017,31/07/2017,,Forming Services Team Leader,26/04/2016
10000066,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,1/08/2017,31/07/2018,,Forming Services Team Leader,26/04/2016
10000066,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,1/08/2017,31/07/2018,Manufacturing & Engineering,Forming Services Team Leader,26/04/2016
10000066,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,1/08/2018,31/12/9999,Manufacturing & Engineering,Forming Services Team Leader,26/04/2016
10000068,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,4/08/2013,2/08/2014,,Packaging Operator,14/11/1994
10000068,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,3/08/2014,1/08/2015,,Packaging Operator,14/11/1994
10000068,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,2/08/2015,31/07/2016,,Packaging Operator,14/11/1994
10000068,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,1/08/2016,31/07/2017,,Packaging Operator,14/11/1994
10000068,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,1/08/2017,31/07/2018,,Packaging Operator,14/11/1994
10000068,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,1/08/2017,31/07/2018,Manufacturing & Engineering,Packaging Operator,14/11/1994
10000068,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,1/08/2018,31/12/9999,Manufacturing & Engineering,Packaging Operator,14/11/1994
10000071,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1230,NZ Maint - Elec Plan,Electrical,4/08/2013,2/08/2014,,Electrician Non-Staff Foreman,15/07/1998
10000071,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1230,NZ Maint - Elec Plan,Electrical,3/08/2014,1/08/2015,,Electrician Non-Staff Foreman,15/07/1998
10000071,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1230,NZ Maint - Elec Plan,Electrical,2/08/2015,31/07/2016,,Electrician Non-Staff Foreman,15/07/1998
10000071,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1230,NZ Maint - Elec Plan,Electrical,1/08/2016,30/04/2017,,Electrician Non-Staff Foreman,15/07/1998
10000071,Promotion,Classification Change,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1230,NZ Maint - Elec Plan,Electrical,1/05/2017,31/07/2017,,Electrician Non-Staff Foreman,15/07/1998
10000071,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1230,NZ Maint - Elec Plan,Electrical,1/08/2017,31/07/2018,,Electrician Non-Staff Foreman,15/07/1998
10000071,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1230,NZ Maint - Elec Plan,Electrical,1/08/2017,31/07/2018,Manufacturing & Engineering,Electrician,15/07/1998
