Pers.no.,Action Type,Reason for Action,CoCd,Company Code,Personnel Area,Personnel Subarea,Cost ctr,Cost Center,Organizational Unit,Start date Action,End date Action,Organizational Key,Position,Date,Time in role
10000733,Hire Employee,New position,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1400,NZ Admin,Administration,20/02/2017,16/07/2017,,Graduate - Manufacturing,20/02/2017,146
10000733,Rehire,No reason specified,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1310,NZ Non Operating,Administration,1/07/2018,1/08/2019,Manufacturing & Engineering,Project Engineer,20/02/2017,396
10000734,Hire Employee,New position,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1400,NZ Admin,Administration,20/02/2017,22/04/2018,Manufacturing & Engineering,Graduate - Manufacturing,20/02/2017,426
10000734,Promotion,Promotion,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1270,NZ Manufacturing,Unit Plant Management,23/04/2018,1/08/2019,Manufacturing & Engineering,Line Manager,20/02/2017,465
10000735,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1190,NZ Resort,Temporary Resort,8/03/2017,27/03/2017,,Temporary Resorter,8/03/2017,19
10000736,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1220,NZ Maint - General,Plant Maintenance,27/03/2017,1/08/2019,Manufacturing & Engineering,Plant Maintenance Fitter,27/03/2017,857
10000737,Hire Employee,No reason specified,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1190,NZ Resort,Temporary Resort,27/03/2017,29/04/2017,,Temporary Resorter,27/03/2017,33
10000738,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1170,NZ Pack,Quality Control,1/04/2017,18/02/2018,Manufacturing & Engineering,Continuous Improvment Co-ordinator,1/04/2017,323
10000738,Promotion,Promotion,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1140,NZ Job Change,Job Change,19/02/2018,3/01/2019,Manufacturing & Engineering,Job Change Co-ordinator,1/04/2017,318
10000739,Hire Employee,New position,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1120,NZ Forming Services,Forming,10/04/2017,1/08/2019,Manufacturing & Engineering,Forming Specialist,10/04/2017,843
10000740,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1300,NZ Finance,Finance,11/04/2017,12/04/2018,Finance,Accounts Payable Officer,11/04/2017,366
10000741,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1190,NZ Resort,Temporary Resort,10/04/2017,27/10/2017,,Temporary Resorter,10/04/2017,200
10000742,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1270,NZ Manufacturing,Manufacturing,19/04/2017,1/08/2019,Manufacturing & Engineering,"Environment, Health & Safety Manager",19/04/2017,834
10000743,Hire Employee,No reason specified,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1360,NZ Sales,Sales & Marketing,8/05/2017,7/07/2017,,Temporary Customer Service Officer,8/05/2017,60
10000744,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1230,NZ Maint - Elec Plan,Electrical,8/05/2017,1/08/2019,Manufacturing & Engineering,Electrician,8/05/2017,815
10000744,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Elec,1230,NZ Maint - Elec Plan,Electrical,1/08/2018,1/08/2019,Manufacturing & Engineering,Electrician (Shift Relief),8/05/2017,365
10000745,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1360,NZ Sales,Customer Service,26/06/2017,1/08/2019,Supply Chain,Customer Service Officer,26/06/2017,766
10000746,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1240,NZ Maint - Machine,Machine Maintenance,3/07/2017,1/08/2019,Manufacturing & Engineering,Glass Technician / Maintenance Fitter,3/07/2017,759
10000747,Hire Employee,No reason specified,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1270,NZ Manufacturing,Human Resources,27/07/2017,1/08/2019,Human Resources,Human Resources Manager,27/07/2017,735
10000748,Rehire,Fill temporary absence,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Wages Other,1360,NZ Sales,Customer Service,24/07/2017,30/11/2018,Manufacturing & Engineering,Temporary Customer Service Officer,16/10/2017,494
10000749,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1300,NZ Finance,Finance,7/08/2017,11/01/2019,Finance,Credit Controller,7/08/2017,522
10000750,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1220,NZ Maint - General,Plant Maintenance,7/08/2017,1/08/2019,Manufacturing & Engineering,Glass Technician / Maintenance Fitter,7/08/2017,724
10000751,Rehire,No reason specified,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1190,NZ Resort,Temporary Resort,28/08/2017,31/08/2018,Manufacturing & Engineering,Temporary Resorter,8/01/2018,368
10000752,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1270,NZ Manufacturing,Manufacturing,28/08/2017,1/08/2019,Manufacturing & Engineering,EHS Co-ordinator,28/08/2017,703
10000753,Hire Employee,No reason specified,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1360,NZ Sales,Sales & Marketing,4/09/2017,30/11/2017,Administration & Facilities,Customer Service Officer,4/09/2017,87
10000754,Hire Employee,New position,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1120,NZ Forming Services,Forming,11/09/2017,3/05/2019,Manufacturing & Engineering,Forehearth Specialist,11/09/2017,599
10000755,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1240,NZ Maint - Machine,Machine Maintenance,11/09/2017,1/08/2019,Manufacturing & Engineering,Machine Maintenance Fitter,11/09/2017,689
10000756,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,18/09/2017,22/11/2017,Manufacturing & Engineering,Multi-Skilled Operator Trainee,18/09/2017,65
10000757,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,25/09/2017,1/08/2019,Manufacturing & Engineering,Multi-Skilled Operator Trainee,25/09/2017,675
10000758,Hire Employee,No reason specified,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Wages Other,1400,NZ Admin,Human Resources,5/10/2017,24/11/2017,Administration & Facilities,Casual Administrator,5/10/2017,50
10000759,Hire Employee,New position,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1300,NZ Finance,Finance,2/10/2017,1/08/2018,Finance,Plant Controller,2/10/2017,303
10000760,Hire Employee,No reason specified,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1360,NZ Sales,Sales,9/10/2017,8/08/2018,Commercial,Account Manager,9/10/2017,303
10000761,Hire Employee,New position,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1310,NZ Non Operating,Administration,1/11/2017,1/08/2019,Manufacturing & Engineering,Senior Electrical Engineer,1/04/2014,638
10000762,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,8/10/2017,4/11/2017,Manufacturing & Engineering,Glass Technician/MSO Trainee,8/10/2017,27
10000763,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1190,NZ Resort,Temporary Resort,1/11/2017,10/05/2019,Manufacturing & Engineering,Temporary Resorter,1/11/2017,555
10000763,Promotion,Promotion,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,11/05/2019,1/08/2019,Manufacturing & Engineering,Multi-Skilled Operator Trainee,1/11/2017,82
10000764,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1270,NZ Manufacturing,Finance,30/10/2017,12/01/2018,Manufacturing & Engineering,Material Controller,30/10/2017,74
10000765,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,6/11/2017,17/12/2017,Manufacturing & Engineering,Multi-Skilled Operator Trainee,6/11/2017,41
10000765,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,18/12/2017,1/08/2019,Manufacturing & Engineering,Bottle Machine Operator Grade 2,6/11/2017,591
10000766,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1190,NZ Resort,Temporary Resort,20/11/2017,1/08/2019,Manufacturing & Engineering,Temporary Resorter,20/11/2017,619
10000767,Hire Employee,New position,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1270,NZ Manufacturing,Manufacturing,11/12/2017,1/08/2019,Manufacturing & Engineering,Plant Administrator,11/12/2017,598
10000768,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,11/12/2017,1/08/2019,Manufacturing & Engineering,Multi-Skilled Operator Trainee,11/12/2017,598
10000769,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,18/12/2017,1/08/2019,Manufacturing & Engineering,Multi-Skilled Operator,18/12/2017,591
10000770,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming B Shift,22/01/2018,1/08/2019,Manufacturing & Engineering,Bottle Machine Operator Grade 2,22/01/2018,556
10000771,Hire Employee,No reason specified,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1280,NZ Cust Tech Serv,Customer Technical Services,5/02/2018,1/08/2019,Manufacturing & Engineering,Technical Services Representative,5/02/2018,542
10000772,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1270,NZ Manufacturing,Manufacturing,12/02/2018,26/10/2018,Manufacturing & Engineering,Material Administrator,12/02/2018,256
10000773,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,19/02/2018,1/08/2019,Manufacturing & Engineering,Multi-Skilled Operator Trainee,19/02/2018,528
10000774,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming B Shift,5/03/2018,11/05/2019,Manufacturing & Engineering,Bottle Machine Operator Grade 2,5/03/2018,432
10000774,Promotion,Transfer,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1140,NZ Job Change,Job Change,12/05/2019,1/08/2019,Manufacturing & Engineering,Job Change Crew,5/03/2018,81
10000775,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming A Shift,3/04/2018,1/08/2019,Manufacturing & Engineering,Bottle Machine Operator Grade 1,3/04/2018,485
10000776,Hire Employee,New position,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1140,NZ Job Change,Job Change,3/04/2018,29/06/2018,Manufacturing & Engineering,Engineering Trade Assistant,3/04/2018,87
10000777,Transfer,Transfer,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming A Shift,11/04/2018,3/11/2018,Manufacturing & Engineering,Bottle Machine Operator Grade 2 (Temp),11/04/2018,206
10000777,Promotion,Promotion,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming A Shift,4/11/2018,1/08/2019,Manufacturing & Engineering,Bottle Machine Operator Grade 2,11/04/2018,270
10000778,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming B Shift,11/04/2018,1/09/2018,Manufacturing & Engineering,Bottle Machine Operator G2 (Temp),11/04/2018,143
10000778,Promotion,Promotion,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1140,NZ Job Change,Job Change,2/09/2018,1/08/2019,Manufacturing & Engineering,Job Change Specialist,11/04/2018,333
10000779,Hire Employee,Fill temporary absence,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Wages Other,1360,NZ Sales,Customer Service,30/04/2018,5/08/2018,Supply Chain,Temporary Customer Service Officer,7/05/2018,97
10000779,Promotion,Employment Status Change,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1360,NZ Sales,Customer Service,6/08/2018,1/08/2019,Supply Chain,Customer Service Officer,7/05/2018,360
10000780,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1300,NZ Finance,Finance,8/05/2018,1/08/2019,Finance,Accounting Manager,8/05/2018,450
10000781,Hire Employee,New position,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1300,NZ Finance,Finance,8/05/2018,20/03/2019,Finance,Plant Accountant,8/05/2018,316
10000782,Hire Employee,New position,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1230,NZ Maint - Elec Plan,Electrical,1/05/2018,19/03/2019,Manufacturing & Engineering,Apprentice - Electrical Engineering,1/05/2018,322
10000783,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1300,NZ Finance,Finance,14/05/2018,1/08/2019,Finance,Financial Accountant,14/05/2018,444
10000784,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1190,NZ Resort,Temporary Resort,15/05/2018,23/12/2018,Manufacturing & Engineering,Temporary Resorter,15/05/2018,222
10000784,Promotion,Promotion,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,24/12/2018,1/08/2019,Manufacturing & Engineering,Multi-Skilled Operator Trainee,15/05/2018,220
10000785,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1360,NZ Sales,Sales,5/06/2018,1/08/2019,Commercial,Account Manager - Wine (South Island),5/06/2018,422
10000786,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1290,NZ HR & Training,Human Resources,2/07/2018,1/08/2019,Human Resources,Learning & Development Specialist,2/07/2018,395
10000787,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming C Shift,28/06/2018,6/04/2019,Manufacturing & Engineering,Waremaker,28/06/2018,282
10000787,Promotion,Promotion,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1120,NZ Forming Services,Forming,7/04/2019,1/08/2019,Manufacturing & Engineering,Forehearth Specialist,28/06/2018,116
10000788,Transfer,Transfer,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,6/07/2018,1/08/2019,Manufacturing & Engineering,Waremaker,6/07/2018,391
10000789,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,6/08/2018,1/08/2019,Manufacturing & Engineering,Forming Services Fitter,6/08/2018,360
10000790,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1140,NZ Job Change,Job Change,13/08/2018,1/08/2019,Manufacturing & Engineering,Job Change Crew,13/08/2018,353
10000791,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1240,NZ Maint - Machine,Machine Maintenance,27/08/2018,1/08/2019,Manufacturing & Engineering,Machine Maintenance Fitter,27/08/2018,339
10000792,Hire Employee,Fill temporary absence,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming B Shift,2/09/2018,11/05/2019,Manufacturing & Engineering,Bottle Machine Operator G1 (Temp),2/09/2018,251
10000792,Promotion,Promotion,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming B Shift,12/05/2019,1/08/2019,Manufacturing & Engineering,Bottle Machine Operator G1,2/09/2018,81
10000793,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1360,NZ Sales,Customer Service,3/09/2018,1/08/2019,Supply Chain,Customer Service Officer,3/09/2018,332
10000794,Hire Employee,New position,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1270,NZ Manufacturing,Electrical Inspection,4/09/2018,6/04/2019,Manufacturing & Engineering,Apprentice - Electrical Engineering,4/09/2018,214
10000795,Hire Employee,New position,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1270,NZ Manufacturing,Job Change,10/09/2018,1/08/2019,Manufacturing & Engineering,Apprentice - Mechanical Engineering,10/09/2018,325
10000796,Hire Employee,New position,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1270,NZ Manufacturing,Job Change,10/09/2018,1/08/2019,Manufacturing & Engineering,Apprentice - Mechanical Engineering,10/09/2018,325
10000797,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1230,NZ Maint - Elec Plan,Electrical Inspection,17/09/2018,1/08/2019,Manufacturing & Engineering,Electrician,17/09/2018,318
10000798,Hire Employee,New position,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,17/09/2018,1/08/2019,Manufacturing & Engineering,Forming Services Fitter,17/09/2018,318
10000799,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1220,NZ Maint - General,Plant Maintenance,17/09/2018,1/08/2019,Manufacturing & Engineering,Plant Maintenance Fitter,17/09/2018,318
10000800,Hire Employee,New position,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1270,NZ Manufacturing,Electrical Inspection,17/09/2018,1/08/2019,Manufacturing & Engineering,Apprentice - Electrical Engineering,17/09/2018,318
10000801,Hire Employee,New position,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1270,NZ Manufacturing,Job Change,8/10/2018,1/08/2019,Manufacturing & Engineering,Apprentice - Mechanical Engineering,8/10/2018,297
10000802,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1270,NZ Manufacturing,Job Change,8/10/2018,1/08/2019,Manufacturing & Engineering,Apprentice - Mechanical Engineering,8/10/2018,297
10000803,Promotion,Promotion,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming C Shift,15/10/2018,1/08/2019,Manufacturing & Engineering,Bottle Machine Operator G2 (Temp),15/10/2018,290
10000804,Hire Employee,New position,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1270,NZ Manufacturing,Job Change,16/10/2018,1/08/2019,Manufacturing & Engineering,Apprentice - Mechanical Engineering,16/10/2018,289
10000805,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,23/10/2018,1/08/2019,Manufacturing & Engineering,Multi-Skilled Operator Trainee,23/10/2018,282
10000806,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1580,NZ Warehousing,Supply Chain,23/10/2018,1/08/2019,Supply Chain,NZ Distribution Manager,23/10/2018,282
10000807,Hire Employee,New position,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1270,NZ Manufacturing,Job Change,29/10/2018,1/08/2019,Manufacturing & Engineering,Apprentice - Mechanical Engineering,29/10/2018,276
10000808,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1190,NZ Resort,Temporary Resort,26/11/2018,20/12/2018,Manufacturing & Engineering,Temporary Resorter,26/11/2018,24
10000809,Hire Employee,New position,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1230,NZ Maint - Elec Plan,Electrical,3/12/2018,1/08/2019,Manufacturing & Engineering,Apprentice - Electrical Engineering,3/12/2018,241
10000810,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1190,NZ Resort,Temporary Resort,14/01/2019,1/08/2019,Manufacturing & Engineering,Temporary Resorter,14/01/2019,199
10000811,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1190,NZ Resort,Temporary Resort,7/02/2019,1/05/2019,Manufacturing & Engineering,Temporary Resorter,7/02/2019,83
10000812,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1260,NZ Plant Engineering,Engineering,18/02/2019,1/08/2019,Manufacturing & Engineering,ENG Reliability Manager,18/02/2019,164
10000813,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1190,NZ Resort,Temporary Resort,25/02/2019,1/08/2019,Manufacturing & Engineering,Temporary Resorter,25/02/2019,157
10000814,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1310,NZ Non Operating,Administration,25/02/2019,1/08/2019,Manufacturing & Engineering,Manufacturing Engineer Graduate,25/02/2019,157
10000815,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1310,NZ Non Operating,Administration,25/02/2019,1/08/2019,Manufacturing & Engineering,Manufacturing Engineer Graduate,25/02/2019,157
10000816,Hire Employee,Fill temporary absence,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Wages Other,1300,NZ Finance,Finance,21/03/2019,10/05/2019,Finance,Temporary Plant Accountant,21/03/2019,50
10000817,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1140,NZ Job Change,Job Change,25/03/2019,3/05/2019,Manufacturing & Engineering,Job Change Crew,25/03/2019,39
10000818,Hire Employee,No reason specified,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1270,NZ Manufacturing,Job Change,25/03/2019,1/08/2019,Manufacturing & Engineering,Apprentice - Mechanical Engineering,25/03/2019,129
10000819,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1270,NZ Manufacturing,Finance,8/04/2019,1/08/2019,Manufacturing & Engineering,Materials Coordinator,8/04/2019,115
10000820,Hire Employee,Fill temporary absence,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1140,NZ Job Change,Job Change,1/04/2019,1/08/2019,Manufacturing & Engineering,Job Change Crew Temporary,1/04/2019,122
10000821,Hire Employee,Fill temporary absence,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Wages Other,1270,NZ Manufacturing,Finance,1/04/2019,1/08/2019,Finance,Temporary Plant Accountant,1/04/2019,122
10000822,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Wages Other,1270,NZ Manufacturing,Finance,30/04/2019,1/08/2019,Finance,Temporary Plant Accountant,30/04/2019,93
10000823,Promotion,Employment Status Change,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Wages Other,1270,NZ Manufacturing,Unit Plant Management,6/05/2019,1/08/2019,Manufacturing & Engineering,Temporary AK2 Production Support,6/05/2019,87
10000824,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1190,NZ Resort,Temporary Resort,13/05/2019,1/08/2019,Manufacturing & Engineering,Temporary Resorter,13/05/2019,80
10000825,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1190,NZ Resort,Temporary Resort,13/05/2019,1/08/2019,Manufacturing & Engineering,Temporary Resorter,13/05/2019,80
10000826,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1190,NZ Resort,Temporary Resort,13/05/2019,1/08/2019,Manufacturing & Engineering,Temporary Resorter,13/05/2019,80
10000827,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming C Shift,20/05/2019,1/08/2019,Manufacturing & Engineering,Bottle Machine Operator Grade 2,20/05/2019,73
10000828,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming A Shift,10/06/2019,1/08/2019,Manufacturing & Engineering,Bottle Machine Operator Grade 2,10/06/2019,52
10000829,Hire Employee,Fill temporary absence,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,24/06/2019,1/08/2019,Manufacturing & Engineering,Temporary  MSO Trainee,24/06/2019,38
10000830,Hire Employee,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,24/06/2019,1/08/2019,Manufacturing & Engineering,Bottle Machine Operator Grade 2,24/06/2019,38
90000141,Jakarta Data Load - 2,Data Load Jakarta,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10290,JKT HR & Training,Human Resources,1/01/2002,31/05/2016,,Human Resources Manager,19/10/1998,5264
90000143,Jakarta Data Load - 2,Data Load Jakarta,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10300,JKT Finance,Finance,1/01/2002,31/12/2014,,Finance Director,1/02/1999,4747
90000143,Promotion,Transfer,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10400,JKT Administration,PT Kangar Consolidated Industries,1/01/2015,30/09/2018,Strategy & Integration,Regional Cullet Manager,1/02/1999,1368
90000145,Promotion,Transfer,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10300,JKT Finance,Finance,1/11/2011,30/11/2014,,Accounting Manager,22/03/1999,1125
90000145,Promotion,Promotion,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10300,JKT Finance,Finance,1/12/2014,31/12/2015,,Controlling Manager,22/03/1999,395
90000145,Promotion,Transfer,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10300,JKT Finance,Finance,1/01/2016,31/12/2016,,IS Manager - Indonesia,22/03/1999,365
